"To.OriginalRow" "From.OriginalRow" "rowID" "envdist" "km" "To.xcord" "To.ycord" "From.xcord" "From.ycord" "BetaSim" "Sorenson" "MNTD"
163 1 "162" 939.787938734367 11126.1571526117 -786282.108380102 8214047.84807365 -2386282.1083801 8710047.84807365 0 0.2 0.613457611805665
163 2 "12409" 1013.53111345509 12129.5470426397 -786282.108380102 8214047.84807365 -2286282.1083801 8710047.84807365 0 0.2 0.613457611805665
163 3 "24655" 782.157596144683 10335.8061776762 -786282.108380102 8214047.84807365 -2186282.1083801 8710047.84807365 0 0.2 0.613457611805665
163 4 "36900" 1102.97830572033 8661.2955737935 -786282.108380102 8214047.84807365 -2086282.1083801 8710047.84807365 0 0.2 0.613457611805665
163 5 "49144" 798.904958115907 10335.8061775612 -786282.108380102 8214047.84807365 -1986282.1083801 8710047.84807365 0 0.2 0.613457611805665
457 1 "456" 7100.91662051215 9260.89492011109 -5086282.1083801 7718047.84807365 -2386282.1083801 8710047.84807365 0.283019879341117 0.5 2.00831130055702
457 2 "12703" 7071.82563939786 0.000134414476389852 -5086282.1083801 7718047.84807365 -2286282.1083801 8710047.84807365 0.283019879341117 0.5 2.00831130055702
457 3 "24949" 6643.31467724426 17610.727635608 -5086282.1083801 7718047.84807365 -2186282.1083801 8710047.84807365 0.283019879341117 0.5 2.00831130055702
457 4 "37194" 6238.76090722489 14776.6777241784 -5086282.1083801 7718047.84807365 -2086282.1083801 8710047.84807365 0.283019879341117 0.5 2.00831130055702
457 5 "49438" 5924.41934369239 17610.7276357249 -5086282.1083801 7718047.84807365 -1986282.1083801 8710047.84807365 0.283019879341117 0.5 2.00831130055702
2760 1 "2759" 2037.60716207348 13158.5810047498 -4186282.1083801 5982047.84807365 -2386282.1083801 8710047.84807365 0.0542810195842561 1 3.33810377621681
2760 2 "15006" 1888.68361238036 13358.8645883251 -4186282.1083801 5982047.84807365 -2286282.1083801 8710047.84807365 0.0542810195842561 1 3.33810377621681
2760 3 "27252" 2133.66455502852 4918.18289443511 -4186282.1083801 5982047.84807365 -2186282.1083801 8710047.84807365 0.0542810195842561 1 3.33810377621681
2760 4 "39497" 2357.618180381 4815.92591560498 -4186282.1083801 5982047.84807365 -2086282.1083801 8710047.84807365 0.0542810195842561 1 3.33810377621681
2760 5 "51741" 2641.47416932268 4918.18289443787 -4186282.1083801 5982047.84807365 -1986282.1083801 8710047.84807365 0.0542810195842561 1 3.33810377621681
2929 1 "2928" 5185.53173001722 12893.923364629 -4486282.1083801 5858047.84807365 -2386282.1083801 8710047.84807365 0.0542810195842561 1 3.27057070744514
2929 2 "15175" 5144.88224673287 13716.038412716 -4486282.1083801 5858047.84807365 -2286282.1083801 8710047.84807365 0.0542810195842561 1 3.27057070744514
2929 3 "27421" 4718.84240661758 4511.14073937462 -4486282.1083801 5858047.84807365 -2186282.1083801 8710047.84807365 0.0542810195842561 1 3.27057070744514
2929 4 "39666" 4289.23771428752 4815.92591558675 -4486282.1083801 5858047.84807365 -2086282.1083801 8710047.84807365 0.0542810195842561 1 3.27057070744514
2929 5 "51910" 3989.35001151164 4511.1407393802 -4486282.1083801 5858047.84807365 -1986282.1083801 8710047.84807365 0.0542810195842561 1 3.27057070744514
2931 1 "2930" 5663.57459746537 9256.01061579133 -4286282.1083801 5858047.84807365 -2386282.1083801 8710047.84807365 0.0542810195842561 1 3.33810377621681
2931 2 "15177" 5624.18082748489 7131.25964352123 -4286282.1083801 5858047.84807365 -2286282.1083801 8710047.84807365 0.0542810195842561 1 3.33810377621681
2931 3 "27423" 5198.70133533942 15244.2015155611 -4286282.1083801 5858047.84807365 -2186282.1083801 8710047.84807365 0.0542810195842561 1 3.33810377621681
2931 4 "39668" 4772.90461635594 12988.2126952047 -4286282.1083801 5858047.84807365 -2086282.1083801 8710047.84807365 0.0542810195842561 1 3.33810377621681
2931 5 "51912" 4471.37277537616 15244.2015154795 -4286282.1083801 5858047.84807365 -1986282.1083801 8710047.84807365 0.0542810195842561 1 3.33810377621681
3102 1 "3101" 1011.98278499055 13158.5810047525 -4186282.1083801 5734047.84807365 -2386282.1083801 8710047.84807365 0.0542810195842561 1 3.33810377621681
3102 2 "15348" 1075.15724887848 13823.1940970083 -4186282.1083801 5734047.84807365 -2286282.1083801 8710047.84807365 0.0542810195842561 1 3.33810377621681
3102 3 "27594" 1456.33276018658 4511.14073934593 -4186282.1083801 5734047.84807365 -2186282.1083801 8710047.84807365 0.0542810195842561 1 3.33810377621681
3102 4 "39839" 2058.6514074777 4511.14073934948 -4186282.1083801 5734047.84807365 -2086282.1083801 8710047.84807365 0.0542810195842561 1 3.33810377621681
3102 5 "52083" 2185.83606063201 4511.14073934036 -4186282.1083801 5734047.84807365 -1986282.1083801 8710047.84807365 0.0542810195842561 1 3.33810377621681
3265 1 "3264" 10926.2804031925 5179.28478997359 -4686282.1083801 5610047.84807365 -2386282.1083801 8710047.84807365 0.0542810195842561 1 3.15737725028493
3265 2 "15511" 10901.2393673003 5484.85270659049 -4686282.1083801 5610047.84807365 -2286282.1083801 8710047.84807365 0.0542810195842561 1 3.15737725028493
3265 3 "27757" 10472.4501711504 15244.2015155702 -4686282.1083801 5610047.84807365 -2186282.1083801 8710047.84807365 0.0542810195842561 1 3.15737725028493
3265 4 "40002" 10043.3337719791 17811.8194512113 -4686282.1083801 5610047.84807365 -2086282.1083801 8710047.84807365 0.0542810195842561 1 3.15737725028493
3265 5 "52246" 9739.09726845344 15244.2015156518 -4686282.1083801 5610047.84807365 -1986282.1083801 8710047.84807365 0.0542810195842561 1 3.15737725028493
3267 1 "3266" 11210.5370063114 13301.802553001 -4486282.1083801 5610047.84807365 -2386282.1083801 8710047.84807365 0.0542810195842561 1 3.22906195633633
3267 2 "15513" 11185.9091418812 13413.7808820773 -4486282.1083801 5610047.84807365 -2286282.1083801 8710047.84807365 0.0542810195842561 1 3.22906195633633
3267 3 "27759" 10757.1517501976 4918.18289443599 -4486282.1083801 5610047.84807365 -2186282.1083801 8710047.84807365 0.0542810195842561 1 3.22906195633633
3267 4 "40004" 10328.2074411289 4655.77824845626 -4486282.1083801 5610047.84807365 -2086282.1083801 8710047.84807365 0.0542810195842561 1 3.22906195633633
3267 5 "52248" 10023.7276535601 4918.18289443322 -4486282.1083801 5610047.84807365 -1986282.1083801 8710047.84807365 0.0542810195842561 1 3.22906195633633
3270 1 "3269" 10696.755434382 9721.01286384311 -4186282.1083801 5610047.84807365 -2386282.1083801 8710047.84807365 0.0542810195842561 1 3.33810377621681
3270 2 "15516" 10670.3596154538 11047.2202618076 -4186282.1083801 5610047.84807365 -2286282.1083801 8710047.84807365 0.0542810195842561 1 3.33810377621681
3270 3 "27762" 10241.0403910115 6576.48655392133 -4186282.1083801 5610047.84807365 -2186282.1083801 8710047.84807365 0.0542810195842561 1 3.33810377621681
3270 4 "40007" 9810.15531451941 8905.9097255167 -4186282.1083801 5610047.84807365 -2086282.1083801 8710047.84807365 0.0542810195842561 1 3.33810377621681
3270 5 "52251" 9507.82274043294 6576.486554027 -4186282.1083801 5610047.84807365 -1986282.1083801 8710047.84807365 0.0542810195842561 1 3.33810377621681
3436 1 "3435" 5799.01907016359 10335.8061774178 -4986282.1083801 5486047.84807365 -2386282.1083801 8710047.84807365 0.197710590099119 1 3.5047877491521
3436 2 "15682" 5752.22713399292 9759.35165490485 -4986282.1083801 5486047.84807365 -2286282.1083801 8710047.84807365 0.197710590099119 1 3.5047877491521
3436 3 "27928" 5329.70423996473 7911.60625115668 -4986282.1083801 5486047.84807365 -2186282.1083801 8710047.84807365 0.197710590099119 1 3.5047877491521
3436 4 "40173" 4893.53148583262 9210.66974249824 -4986282.1083801 5486047.84807365 -2086282.1083801 8710047.84807365 0.197710590099119 1 3.5047877491521
3436 5 "52417" 4604.56998759377 7911.60625124885 -4986282.1083801 5486047.84807365 -1986282.1083801 8710047.84807365 0.197710590099119 1 3.5047877491521
3437 1 "3436" 6379.79494564102 15943.0382220501 -4886282.1083801 5486047.84807365 -2386282.1083801 8710047.84807365 0.229544445590091 1 3.70957403810869
3437 2 "15683" 6335.88516157081 9759.35165486043 -4886282.1083801 5486047.84807365 -2286282.1083801 8710047.84807365 0.229544445590091 1 3.70957403810869
3437 3 "27929" 5912.28569700242 9210.6697424963 -4886282.1083801 5486047.84807365 -2186282.1083801 8710047.84807365 0.229544445590091 1 3.70957403810869
3437 4 "40174" 5474.05661561546 5689.71593755733 -4886282.1083801 5486047.84807365 -2086282.1083801 8710047.84807365 0.229544445590091 1 3.70957403810869
3437 5 "52418" 5183.72935161403 9210.66974246159 -4886282.1083801 5486047.84807365 -1986282.1083801 8710047.84807365 0.229544445590091 1 3.70957403810869
3440 1 "3439" 7340.38784460557 13301.8025529685 -4186282.1083801 5486047.84807365 -2386282.1083801 8710047.84807365 0.0542810195842561 1 3.25138242215338
3440 2 "15686" 7304.22157914658 13413.7808821029 -4186282.1083801 5486047.84807365 -2286282.1083801 8710047.84807365 0.0542810195842561 1 3.25138242215338
3440 3 "27932" 6876.90441114416 4918.18289440218 -4186282.1083801 5486047.84807365 -2186282.1083801 8710047.84807365 0.0542810195842561 1 3.25138242215338
3440 4 "40177" 6442.68488990428 4655.77824846714 -4186282.1083801 5486047.84807365 -2086282.1083801 8710047.84807365 0.0542810195842561 1 3.25138242215338
3440 5 "52421" 6145.57556986308 4918.18289439942 -4186282.1083801 5486047.84807365 -1986282.1083801 8710047.84807365 0.0542810195842561 1 3.25138242215338
3606 1 "3605" 5119.76962235769 16863.4420455056 -4886282.1083801 5362047.84807365 -2386282.1083801 8710047.84807365 0.31455718643818 1 3.58840428887018
3606 2 "15852" 5071.43670054699 11047.2202618784 -4886282.1083801 5362047.84807365 -2286282.1083801 8710047.84807365 0.31455718643818 1 3.58840428887018
3606 3 "28098" 4649.63888266505 8275.45348827172 -4886282.1083801 5362047.84807365 -2186282.1083801 8710047.84807365 0.31455718643818 1 3.58840428887018
3606 4 "40343" 4217.34774471988 4196.14245433723 -4886282.1083801 5362047.84807365 -2086282.1083801 8710047.84807365 0.31455718643818 1 3.58840428887018
3606 5 "52587" 3928.17116205532 8275.45348821027 -4886282.1083801 5362047.84807365 -1986282.1083801 8710047.84807365 0.31455718643818 1 3.58840428887018
1 361 "360" 3677.09820221418 5079.58874367564 -2386282.1083801 8710047.84807365 1113717.8916199 7842047.84807365 0.471728891925041 1 3.55003606746498
1 483 "482" 1452.86047548256 14449.9212082117 -2386282.1083801 8710047.84807365 813717.891619898 7718047.84807365 0.451997137049208 1 3.51734520759854
1 727 "726" 740.146127740283 8302.14987315338 -2386282.1083801 8710047.84807365 9913717.8916199 7594047.84807365 0.257080511668882 1 4.0370334282703
1 1591 "1590" 1909.68386170523 13480.5797911135 -2386282.1083801 8710047.84807365 -10686282.1083801 6850047.84807365 0.451997137049208 1 3.76791332659398
1 1753 "1752" 13707.1490413322 12997.7793709695 -2386282.1083801 8710047.84807365 -9186282.1083801 6726047.84807365 0.451997137049208 1 3.4193703976521
1 1900 "1899" 3475.45896784805 6198.48058893938 -2386282.1083801 8710047.84807365 -10486282.1083801 6602047.84807365 0.451997137049208 1 3.49503882860692
1 1901 "1900" 3804.16917787599 5730.15974636511 -2386282.1083801 8710047.84807365 -10386282.1083801 6602047.84807365 0.451997137049208 1 3.67309569621398
1 1902 "1901" 4162.32398120333 6198.48058879049 -2386282.1083801 8710047.84807365 -10286282.1083801 6602047.84807365 0.451997137049208 1 3.82637106285035
1 2051 "2050" 3706.9906374372 4519.47710640518 -2386282.1083801 8710047.84807365 -9386282.1083801 6478047.84807365 0.451997137049208 1 3.64080968243115
1 2052 "2051" 4068.03887180444 13480.5797910616 -2386282.1083801 8710047.84807365 -9286282.1083801 6478047.84807365 0.451997137049208 1 3.64080968243115
1 2198 "2197" 2158.95985630845 15283.3997396443 -2386282.1083801 8710047.84807365 -11486282.1083801 6354047.84807365 0.171465276452009 1 3.43037263190111
1 2199 "2198" 2085.81431174371 5730.15974624675 -2386282.1083801 8710047.84807365 -9386282.1083801 6354047.84807365 0.451997137049208 1 3.64080968243115
1 2356 "2355" 1848.30717773563 7711.39669603114 -2386282.1083801 8710047.84807365 11513717.8916199 6354047.84807365 0.352166794636731 1 3.80555146474948
1 2361 "2360" 2044.83079186704 6198.48058881898 -2386282.1083801 8710047.84807365 -9686282.1083801 6230047.84807365 0.451997137049208 1 3.71001078106629
1 2362 "2361" 2346.82130351977 13586.0417355353 -2386282.1083801 8710047.84807365 -9586282.1083801 6230047.84807365 0.451997137049208 1 3.49807008223629
1 2363 "2362" 1684.82317914067 6748.87322943872 -2386282.1083801 8710047.84807365 -9486282.1083801 6230047.84807365 0.451997137049208 1 3.49807008223629
1 2531 "2530" 13569.3495151098 9721.0128638669 -2386282.1083801 8710047.84807365 -9686282.1083801 6106047.84807365 0.451997137049208 1 3.71001078106629
1 2932 "2931" 5684.60189116732 11126.1571525279 -2386282.1083801 8710047.84807365 -4186282.1083801 5858047.84807365 0.376357559280505 1 3.66356337985799
1 3048 "3047" 2230.93047602212 11793.8296448782 -2386282.1083801 8710047.84807365 11813717.8916199 5858047.84807365 0.0084831039385479 1 2.96828536177005
1 3097 "3096" 11816.1288895298 7411.10711328752 -2386282.1083801 8710047.84807365 -4786282.1083801 5734047.84807365 0.376357559280505 1 3.16293639911972
1 3439 "3438" 6936.15084232445 5079.58874355577 -2386282.1083801 8710047.84807365 -4286282.1083801 5486047.84807365 0.376357559280505 1 3.37212542684302
1 3554 "3553" 1572.36939527286 15943.0382222313 -2386282.1083801 8710047.84807365 12013717.8916199 5486047.84807365 0.171465276452009 1 3.98316495311019
1 3717 "3716" 3467.00162527401 7711.3966959961 -2386282.1083801 8710047.84807365 11913717.8916199 5362047.84807365 0.0084831039385479 1 3.01579909240047
1 5275 "5274" 7689.12365846495 5079.58874355442 -2386282.1083801 8710047.84807365 -1586282.1083801 3998047.84807365 0.530631181388248 1 4.04353000154021
1 5838 "5837" 3180.36684971881 9260.89492011547 -2386282.1083801 8710047.84807365 11213717.8916199 3626047.84807365 0.180796303057171 1 3.34839714625088
1 5988 "5987" 4308.01304990267 7711.39669591804 -2386282.1083801 8710047.84807365 12013717.8916199 3502047.84807365 0.600381455195089 1 4.31586108652829
1 6011 "6010" 4964.30405075783 8905.90972556606 -2386282.1083801 8710047.84807365 -1586282.1083801 3378047.84807365 0.500055374919535 1 3.86716139609834
1 6012 "6011" 1187.19491454631 13158.5810047497 -2386282.1083801 8710047.84807365 -1486282.1083801 3378047.84807365 0.500055374919535 1 3.99575509508468
1 6288 "6287" 686.934734638127 5179.28479003964 -2386282.1083801 8710047.84807365 -10386282.1083801 3130047.84807365 0.551644020028799 1 4.28275191108852
