"","V1","rich"
"6209",2132,35
"6210",2138,35
"6211",2175,35
"6212",2176,35
"6213",2222,35
"6214",2224,35
"6215",2225,35
"6216",2226,35
"6217",2227,35
"6218",2290,35
"6219",2291,35
"6220",2295,35
"6221",2309,35
"6222",2336,35
"6223",2337,35
"6224",2344,35
"6225",2346,35
"6226",2393,35
"6227",2394,35
"6228",2520,35
"6229",2598,35
"6230",2637,35
"6231",2642,35
"6232",2741,35
"6233",2745,35
"6234",2747,35
"6235",2751,35
"6236",2752,35
"6237",2753,35
"6238",2804,35
"6239",2811,35
"6240",2818,35
"6241",2820,35
"6242",2888,35
"6243",2890,35
"6244",2909,35
"6245",2910,35
"6246",2915,35
"6247",2962,35
"6248",2980,35
"6249",2985,35
"6250",2987,35
"6251",2992,35
"6252",3090,35
"6253",3107,35
"6254",3145,35
"6255",3159,35
"6256",3160,35
"6257",3164,35
"6258",3165,35
"6259",3183,35
"6260",3197,35
"6261",3235,35
"6262",3262,35
"6263",3263,35
"6264",3309,35
"6265",3334,35
"6266",3406,35
"6267",3479,35
"6268",3480,35
"6269",3534,35
"6270",3540,35
"6271",3587,35
"6272",3601,35
"6273",3604,35
"6274",3648,35
"6275",3750,35
"6276",3755,35
"6277",3756,35
"6278",3764,35
"6279",3819,35
"6280",3820,35
"6281",3834,35
"6282",3859,35
"6283",3908,35
"6284",3975,35
"6285",3989,35
"6286",3990,35
"6287",4022,35
"6288",4060,35
"6289",4225,35
"6290",4240,35
"6291",4344,35
"6292",4364,35
"6293",4418,35
"6294",4470,35
"6295",4496,35
"6296",4518,35
"6297",4520,35
"6298",4543,35
"6299",4547,35
"6300",4637,35
"6301",4666,35
"6302",4667,35
"6303",4687,35
"6304",4719,35
"6305",4741,35
"6306",4772,35
"6307",4796,35
"6308",4837,35
"6309",4865,35
"6310",4888,35
"6311",4889,35
"6312",4991,35
"6313",5035,35
"6314",5073,35
"6315",5092,35
"6316",5135,35
"6317",5184,35
"6318",5293,35
"6319",5299,35
"6320",5358,35
"6321",5419,35
"6322",5420,35
"6323",5508,35
"6324",5552,35
"6325",5555,35
"6326",5563,35
"6327",5801,35
"6328",5840,35
"6329",5858,35
"6330",5861,35
"6331",6074,35
"6332",7196,35
"6333",7223,35
"6334",7467,35
"6335",7491,35
"6336",7498,35
"6337",7499,35
"6338",7500,35
"6339",7504,35
"6340",7573,35
"6341",7626,35
"6342",7637,35
"6343",7725,35
"6344",8470,35
"6345",8762,35
"6346",8849,35
"6347",9001,35
"6348",9123,35
"6349",9193,35
"6350",9209,35
"6351",9541,35
"6352",9841,35
"6353",10462,35
"6354",10463,35
"6355",10464,35
"6356",10757,35
"6357",10824,35
"6358",10940,35
"6359",11216,35
"6360",11705,35
"6361",11712,35
"6362",11792,35
"6363",11857,35
"6364",11914,35
"6365",11974,35
"6366",12020,35
"6367",12026,35
"6368",12062,35
"6369",12070,35
"6370",12090,35
"6371",12115,35
"6372",12163,35
"6373",1096,36
"6374",1161,36
"6375",1333,36
"6376",1341,36
"6377",1505,36
"6378",1506,36
"6379",1528,36
"6380",1529,36
"6381",1532,36
"6382",1663,36
"6383",1689,36
"6384",1763,36
"6385",1764,36
"6386",1822,36
"6387",1825,36
"6388",1828,36
"6389",1833,36
"6390",1846,36
"6391",1847,36
"6392",1848,36
"6393",1850,36
"6394",1919,36
"6395",1923,36
"6396",1931,36
"6397",1953,36
"6398",1999,36
"6399",2000,36
"6400",2001,36
"6401",2018,36
"6402",2056,36
"6403",2078,36
"6404",2106,36
"6405",2218,36
"6406",2220,36
"6407",2221,36
"6408",2264,36
"6409",2335,36
"6410",2338,36
"6411",2343,36
"6412",2345,36
"6413",2365,36
"6414",2391,36
"6415",2392,36
"6416",2434,36
"6417",2459,36
"6418",2519,36
"6419",2563,36
"6420",2564,36
"6421",2636,36
"6422",2638,36
"6423",2737,36
"6424",2739,36
"6425",2742,36
"6426",2743,36
"6427",2744,36
"6428",2748,36
"6429",2749,36
"6430",2750,36
"6431",2810,36
"6432",2817,36
"6433",2822,36
"6434",2823,36
"6435",2914,36
"6436",2917,36
"6437",2920,36
"6438",2922,36
"6439",2973,36
"6440",2975,36
"6441",2988,36
"6442",3089,36
"6443",3111,36
"6444",3140,36
"6445",3144,36
"6446",3161,36
"6447",3260,36
"6448",3272,36
"6449",3308,36
"6450",3315,36
"6451",3329,36
"6452",3331,36
"6453",3362,36
"6454",3412,36
"6455",3413,36
"6456",3416,36
"6457",3417,36
"6458",3419,36
"6459",3457,36
"6460",3515,36
"6461",3525,36
"6462",3528,36
"6463",3535,36
"6464",3602,36
"6465",3697,36
"6466",3700,36
"6467",3739,36
"6468",3752,36
"6469",3777,36
"6470",3790,36
"6471",3807,36
"6472",3855,36
"6473",3907,36
"6474",4031,36
"6475",4071,36
"6476",4213,36
"6477",4224,36
"6478",4254,36
"6479",4287,36
"6480",4293,36
"6481",4336,36
"6482",4342,36
"6483",4369,36
"6484",4394,36
"6485",4417,36
"6486",4544,36
"6487",4569,36
"6488",4597,36
"6489",4622,36
"6490",4642,36
"6491",4671,36
"6492",4684,36
"6493",4688,36
"6494",4689,36
"6495",4692,36
"6496",4693,36
"6497",4853,36
"6498",4860,36
"6499",4864,36
"6500",4884,36
"6501",4926,36
"6502",4986,36
"6503",5004,36
"6504",5125,36
"6505",5237,36
"6506",5278,36
"6507",5311,36
"6508",5409,36
"6509",5410,36
"6510",5480,36
"6511",5556,36
"6512",5557,36
"6513",5617,36
"6514",5643,36
"6515",5670,36
"6516",5706,36
"6517",5709,36
"6518",5863,36
"6519",5922,36
"6520",5932,36
"6521",5941,36
"6522",6286,36
"6523",6652,36
"6524",7463,36
"6525",7484,36
"6526",7501,36
"6527",7528,36
"6528",7560,36
"6529",7598,36
"6530",7726,36
"6531",7729,36
"6532",7889,36
"6533",7977,36
"6534",8066,36
"6535",8182,36
"6536",8259,36
"6537",8473,36
"6538",8581,36
"6539",8587,36
"6540",8669,36
"6541",9327,36
"6542",9415,36
"6543",9689,36
"6544",10219,36
"6545",10381,36
"6546",10631,36
"6547",10719,36
"6548",10813,36
"6549",10822,36
"6550",10901,36
"6551",11205,36
"6552",11297,36
"6553",11467,36
"6554",11636,36
"6555",11711,36
"6556",11794,36
"6557",11861,36
"6558",11977,36
"6559",12123,36
"6560",12124,36
"6561",12137,36
"6562",1100,37
"6563",1272,37
"6564",1275,37
"6565",1279,37
"6566",1334,37
"6567",1340,37
"6568",1450,37
"6569",1451,37
"6570",1454,37
"6571",1457,37
"6572",1460,37
"6573",1521,37
"6574",1523,37
"6575",1526,37
"6576",1530,37
"6577",1531,37
"6578",1612,37
"6579",1613,37
"6580",1614,37
"6581",1619,37
"6582",1623,37
"6583",1666,37
"6584",1700,37
"6585",1702,37
"6586",1805,37
"6587",1823,37
"6588",1824,37
"6589",1826,37
"6590",1827,37
"6591",1829,37
"6592",1834,37
"6593",1849,37
"6594",1859,37
"6595",1860,37
"6596",1861,37
"6597",1862,37
"6598",1913,37
"6599",1918,37
"6600",1922,37
"6601",1932,37
"6602",1959,37
"6603",1979,37
"6604",1980,37
"6605",2014,37
"6606",2070,37
"6607",2131,37
"6608",2179,37
"6609",2203,37
"6610",2219,37
"6611",2339,37
"6612",2378,37
"6613",2386,37
"6614",2389,37
"6615",2390,37
"6616",2430,37
"6617",2432,37
"6618",2518,37
"6619",2521,37
"6620",2533,37
"6621",2558,37
"6622",2559,37
"6623",2560,37
"6624",2561,37
"6625",2562,37
"6626",2724,37
"6627",2727,37
"6628",2736,37
"6629",2802,37
"6630",2814,37
"6631",2819,37
"6632",2824,37
"6633",2826,37
"6634",2871,37
"6635",2879,37
"6636",2889,37
"6637",2911,37
"6638",2974,37
"6639",2979,37
"6640",2990,37
"6641",2991,37
"6642",2994,37
"6643",3088,37
"6644",3149,37
"6645",3157,37
"6646",3185,37
"6647",3234,37
"6648",3289,37
"6649",3317,37
"6650",3320,37
"6651",3335,37
"6652",3361,37
"6653",3401,37
"6654",3414,37
"6655",3478,37
"6656",3487,37
"6657",3526,37
"6658",3529,37
"6659",3531,37
"6660",3575,37
"6661",3585,37
"6662",3702,37
"6663",3704,37
"6664",3754,37
"6665",3763,37
"6666",3765,37
"6667",3766,37
"6668",3789,37
"6669",3791,37
"6670",3821,37
"6671",3856,37
"6672",3862,37
"6673",3864,37
"6674",4019,37
"6675",4055,37
"6676",4056,37
"6677",4057,37
"6678",4078,37
"6679",4096,37
"6680",4109,37
"6681",4110,37
"6682",4133,37
"6683",4168,37
"6684",4210,37
"6685",4241,37
"6686",4373,37
"6687",4392,37
"6688",4393,37
"6689",4465,37
"6690",4623,37
"6691",4665,37
"6692",4690,37
"6693",4706,37
"6694",4724,37
"6695",4770,37
"6696",4984,37
"6697",4985,37
"6698",5128,37
"6699",5134,37
"6700",5167,37
"6701",5264,37
"6702",5361,37
"6703",5405,37
"6704",5422,37
"6705",5463,37
"6706",5479,37
"6707",5512,37
"6708",5554,37
"6709",5754,37
"6710",5856,37
"6711",6236,37
"6712",6431,37
"6713",7448,37
"6714",7485,37
"6715",7502,37
"6716",7503,37
"6717",7530,37
"6718",7567,37
"6719",7592,37
"6720",7597,37
"6721",7727,37
"6722",7728,37
"6723",7730,37
"6724",7733,37
"6725",8348,37
"6726",8376,37
"6727",8479,37
"6728",8599,37
"6729",9307,37
"6730",9758,37
"6731",9763,37
"6732",9950,37
"6733",10224,37
"6734",10427,37
"6735",10663,37
"6736",10987,37
"6737",10988,37
"6738",11631,37
"6739",11715,37
"6740",11783,37
"6741",11787,37
"6742",11975,37
"6743",11976,37
"6744",12116,37
"6745",12142,37
"6746",12173,37
"6747",1273,38
"6748",1458,38
"6749",1498,38
"6750",1499,38
"6751",1500,38
"6752",1524,38
"6753",1527,38
"6754",1610,38
"6755",1617,38
"6756",1665,38
"6757",1690,38
"6758",1695,38
"6759",1696,38
"6760",1701,38
"6761",1756,38
"6762",1803,38
"6763",1809,38
"6764",1815,38
"6765",1835,38
"6766",1915,38
"6767",1981,38
"6768",1982,38
"6769",1996,38
"6770",2011,38
"6771",2015,38
"6772",2016,38
"6773",2071,38
"6774",2105,38
"6775",2133,38
"6776",2134,38
"6777",2140,38
"6778",2217,38
"6779",2334,38
"6780",2340,38
"6781",2385,38
"6782",2433,38
"6783",2435,38
"6784",2506,38
"6785",2507,38
"6786",2517,38
"6787",2550,38
"6788",2653,38
"6789",2654,38
"6790",2682,38
"6791",2683,38
"6792",2692,38
"6793",2696,38
"6794",2697,38
"6795",2734,38
"6796",2735,38
"6797",2809,38
"6798",2913,38
"6799",2918,38
"6800",2919,38
"6801",2971,38
"6802",2977,38
"6803",2989,38
"6804",2995,38
"6805",2996,38
"6806",3063,38
"6807",3068,38
"6808",3087,38
"6809",3150,38
"6810",3288,38
"6811",3316,38
"6812",3330,38
"6813",3332,38
"6814",3333,38
"6815",3358,38
"6816",3360,38
"6817",3418,38
"6818",3434,38
"6819",3462,38
"6820",3522,38
"6821",3523,38
"6822",3527,38
"6823",3530,38
"6824",3574,38
"6825",3634,38
"6826",3742,38
"6827",3757,38
"6828",3762,38
"6829",3771,38
"6830",3806,38
"6831",3901,38
"6832",3904,38
"6833",3923,38
"6834",3976,38
"6835",3991,38
"6836",4072,38
"6837",4077,38
"6838",4087,38
"6839",4108,38
"6840",4132,38
"6841",4170,38
"6842",4171,38
"6843",4180,38
"6844",4226,38
"6845",4338,38
"6846",4389,38
"6847",4396,38
"6848",4405,38
"6849",4412,38
"6850",4413,38
"6851",4477,38
"6852",4519,38
"6853",4545,38
"6854",4552,38
"6855",4563,38
"6856",4564,38
"6857",4638,38
"6858",4643,38
"6859",4663,38
"6860",4664,38
"6861",4675,38
"6862",4691,38
"6863",4712,38
"6864",4733,38
"6865",5117,38
"6866",5127,38
"6867",5153,38
"6868",5165,38
"6869",5259,38
"6870",5273,38
"6871",5312,38
"6872",5411,38
"6873",5412,38
"6874",5551,38
"6875",5558,38
"6876",5560,38
"6877",5772,38
"6878",5942,38
"6879",5991,38
"6880",6132,38
"6881",6141,38
"6882",6240,38
"6883",6287,38
"6884",6566,38
"6885",6653,38
"6886",6851,38
"6887",7482,38
"6888",7497,38
"6889",7532,38
"6890",7617,38
"6891",7724,38
"6892",7885,38
"6893",8166,38
"6894",8366,38
"6895",8487,38
"6896",8579,38
"6897",8937,38
"6898",9435,38
"6899",9658,38
"6900",10306,38
"6901",10383,38
"6902",10500,38
"6903",10627,38
"6904",11345,38
"6905",11402,38
"6906",11468,38
"6907",11547,38
"6908",11706,38
"6909",11710,38
"6910",11841,38
"6911",12117,38
"6912",12143,38
"6913",12145,38
"6914",12203,38
"6915",1276,39
"6916",1277,39
"6917",1449,39
"6918",1495,39
"6919",1497,39
"6920",1502,39
"6921",1616,39
"6922",1622,39
"6923",1683,39
"6924",1686,39
"6925",1688,39
"6926",1691,39
"6927",1692,39
"6928",1694,39
"6929",1765,39
"6930",1769,39
"6931",1804,39
"6932",1852,39
"6933",1858,39
"6934",1909,39
"6935",1921,39
"6936",1973,39
"6937",1976,39
"6938",1990,39
"6939",1998,39
"6940",2004,39
"6941",2012,39
"6942",2013,39
"6943",2017,39
"6944",2059,39
"6945",2069,39
"6946",2112,39
"6947",2130,39
"6948",2139,39
"6949",2146,39
"6950",2147,39
"6951",2167,39
"6952",2174,39
"6953",2202,39
"6954",2313,39
"6955",2341,39
"6956",2342,39
"6957",2387,39
"6958",2388,39
"6959",2428,39
"6960",2508,39
"6961",2516,39
"6962",2606,39
"6963",2635,39
"6964",2684,39
"6965",2706,39
"6966",2725,39
"6967",2733,39
"6968",2801,39
"6969",2805,39
"6970",2827,39
"6971",2872,39
"6972",2897,39
"6973",2912,39
"6974",2921,39
"6975",2972,39
"6976",2978,39
"6977",3006,39
"6978",3025,39
"6979",3026,39
"6980",3086,39
"6981",3143,39
"6982",3147,39
"6983",3148,39
"6984",3152,39
"6985",3156,39
"6986",3158,39
"6987",3186,39
"6988",3198,39
"6989",3203,39
"6990",3204,39
"6991",3259,39
"6992",3328,39
"6993",3355,39
"6994",3356,39
"6995",3357,39
"6996",3404,39
"6997",3518,39
"6998",3573,39
"6999",3580,39
"7000",3644,39
"7001",3649,39
"7002",3703,39
"7003",3706,39
"7004",3737,39
"7005",3738,39
"7006",3745,39
"7007",3751,39
"7008",3861,39
"7009",3917,39
"7010",4015,39
"7011",4020,39
"7012",4138,39
"7013",4227,39
"7014",4337,39
"7015",4343,39
"7016",4402,39
"7017",4476,39
"7018",4546,39
"7019",4568,39
"7020",4645,39
"7021",4669,39
"7022",4711,39
"7023",4714,39
"7024",4771,39
"7025",4797,39
"7026",4838,39
"7027",4977,39
"7028",5021,39
"7029",5034,39
"7030",5119,39
"7031",5126,39
"7032",5144,39
"7033",5261,39
"7034",5267,39
"7035",5403,39
"7036",5559,39
"7037",5561,39
"7038",5565,39
"7039",5704,39
"7040",5715,39
"7041",5832,39
"7042",5841,39
"7043",5862,39
"7044",5923,39
"7045",5966,39
"7046",5990,39
"7047",6091,39
"7048",6140,39
"7049",6577,39
"7050",6651,39
"7051",7422,39
"7052",7492,39
"7053",7535,39
"7054",7609,39
"7055",7610,39
"7056",7641,39
"7057",7678,39
"7058",7824,39
"7059",7827,39
"7060",7829,39
"7061",7878,39
"7062",7917,39
"7063",8483,39
"7064",8674,39
"7065",9104,39
"7066",9412,39
"7067",9439,39
"7068",9690,39
"7069",9734,39
"7070",9756,39
"7071",9850,39
"7072",9951,39
"7073",10376,39
"7074",10382,39
"7075",10539,39
"7076",10568,39
"7077",10662,39
"7078",10900,39
"7079",11122,39
"7080",11384,39
"7081",11397,39
"7082",11482,39
"7083",11637,39
"7084",11779,39
"7085",11848,39
"7086",11855,39
"7087",11875,39
"7088",1274,40
"7089",1444,40
"7090",1447,40
"7091",1448,40
"7092",1452,40
"7093",1456,40
"7094",1496,40
"7095",1516,40
"7096",1522,40
"7097",1608,40
"7098",1620,40
"7099",1660,40
"7100",1664,40
"7101",1682,40
"7102",1687,40
"7103",1766,40
"7104",1767,40
"7105",1768,40
"7106",1810,40
"7107",1844,40
"7108",1856,40
"7109",1857,40
"7110",1906,40
"7111",1911,40
"7112",1912,40
"7113",1914,40
"7114",1965,40
"7115",1966,40
"7116",1977,40
"7117",1983,40
"7118",1986,40
"7119",1988,40
"7120",1989,40
"7121",1991,40
"7122",1992,40
"7123",1994,40
"7124",1997,40
"7125",2002,40
"7126",2010,40
"7127",2057,40
"7128",2156,40
"7129",2162,40
"7130",2163,40
"7131",2168,40
"7132",2204,40
"7133",2214,40
"7134",2268,40
"7135",2269,40
"7136",2292,40
"7137",2294,40
"7138",2310,40
"7139",2312,40
"7140",2332,40
"7141",2333,40
"7142",2431,40
"7143",2436,40
"7144",2461,40
"7145",2462,40
"7146",2483,40
"7147",2509,40
"7148",2554,40
"7149",2555,40
"7150",2556,40
"7151",2557,40
"7152",2605,40
"7153",2691,40
"7154",2693,40
"7155",2698,40
"7156",2730,40
"7157",2732,40
"7158",2772,40
"7159",2775,40
"7160",2779,40
"7161",2806,40
"7162",2807,40
"7163",2808,40
"7164",2866,40
"7165",2898,40
"7166",2904,40
"7167",2976,40
"7168",3062,40
"7169",3092,40
"7170",3153,40
"7171",3167,40
"7172",3182,40
"7173",3184,40
"7174",3233,40
"7175",3258,40
"7176",3292,40
"7177",3326,40
"7178",3327,40
"7179",3354,40
"7180",3430,40
"7181",3484,40
"7182",3536,40
"7183",3603,40
"7184",3643,40
"7185",3698,40
"7186",3863,40
"7187",3916,40
"7188",4088,40
"7189",4211,40
"7190",4212,40
"7191",4237,40
"7192",4262,40
"7193",4288,40
"7194",4367,40
"7195",4379,40
"7196",4407,40
"7197",4491,40
"7198",4516,40
"7199",4517,40
"7200",4523,40
"7201",4524,40
"7202",4528,40
"7203",4554,40
"7204",4620,40
"7205",4743,40
"7206",4792,40
"7207",4829,40
"7208",4839,40
"7209",4944,40
"7210",4976,40
"7211",4978,40
"7212",5129,40
"7213",5133,40
"7214",5260,40
"7215",5268,40
"7216",5402,40
"7217",5407,40
"7218",5416,40
"7219",5417,40
"7220",5464,40
"7221",5562,40
"7222",5818,40
"7223",5943,40
"7224",6090,40
"7225",6152,40
"7226",6237,40
"7227",6269,40
"7228",6412,40
"7229",6430,40
"7230",6830,40
"7231",7332,40
"7232",7493,40
"7233",7496,40
"7234",7529,40
"7235",7595,40
"7236",7599,40
"7237",7647,40
"7238",7823,40
"7239",7825,40
"7240",8365,40
"7241",8384,40
"7242",8572,40
"7243",8842,40
"7244",9226,40
"7245",9299,40
"7246",9635,40
"7247",9757,40
"7248",10481,40
"7249",10625,40
"7250",11623,40
"7251",11642,40
"7252",11915,40
"7253",11916,40
"7254",12141,40
"7255",12144,40
"7256",12172,40
"7257",12185,40
"7258",1446,41
"7259",1615,41
"7260",1758,41
"7261",1771,41
"7262",1819,41
"7263",1830,41
"7264",1836,41
"7265",1853,41
"7266",1855,41
"7267",1907,41
"7268",1908,41
"7269",1916,41
"7270",1917,41
"7271",1920,41
"7272",1978,41
"7273",1993,41
"7274",2003,41
"7275",2008,41
"7276",2061,41
"7277",2062,41
"7278",2109,41
"7279",2111,41
"7280",2123,41
"7281",2148,41
"7282",2155,41
"7283",2205,41
"7284",2206,41
"7285",2215,41
"7286",2327,41
"7287",2367,41
"7288",2373,41
"7289",2499,41
"7290",2505,41
"7291",2511,41
"7292",2694,41
"7293",2695,41
"7294",2728,41
"7295",2731,41
"7296",2778,41
"7297",2949,41
"7298",3012,41
"7299",3044,41
"7300",3060,41
"7301",3077,41
"7302",3081,41
"7303",3085,41
"7304",3093,41
"7305",3154,41
"7306",3162,41
"7307",3163,41
"7308",3174,41
"7309",3215,41
"7310",3253,41
"7311",3257,41
"7312",3311,41
"7313",3321,41
"7314",3323,41
"7315",3384,41
"7316",3410,41
"7317",3486,41
"7318",3551,41
"7319",3584,41
"7320",3694,41
"7321",3900,41
"7322",3918,41
"7323",3922,41
"7324",4023,41
"7325",4076,41
"7326",4107,41
"7327",4169,41
"7328",4290,41
"7329",4341,41
"7330",4365,41
"7331",4368,41
"7332",4377,41
"7333",4391,41
"7334",4410,41
"7335",4429,41
"7336",4515,41
"7337",4617,41
"7338",4639,41
"7339",4670,41
"7340",4710,41
"7341",4740,41
"7342",4798,41
"7343",4830,41
"7344",4847,41
"7345",4851,41
"7346",4890,41
"7347",4993,41
"7348",5003,41
"7349",5122,41
"7350",5263,41
"7351",5266,41
"7352",5269,41
"7353",5281,41
"7354",5406,41
"7355",5408,41
"7356",5415,41
"7357",5465,41
"7358",5547,41
"7359",5619,41
"7360",5708,41
"7361",5924,41
"7362",5964,41
"7363",6092,41
"7364",6299,41
"7365",6517,41
"7366",6546,41
"7367",7352,41
"7368",7423,41
"7369",7533,41
"7370",7548,41
"7371",7611,41
"7372",7613,41
"7373",7739,41
"7374",7806,41
"7375",7822,41
"7376",7833,41
"7377",7834,41
"7378",7848,41
"7379",8498,41
"7380",9332,41
"7381",9530,41
"7382",9654,41
"7383",9733,41
"7384",10342,41
"7385",10598,41
"7386",10718,41
"7387",10728,41
"7388",10760,41
"7389",11309,41
"7390",11483,41
"7391",11484,41
"7392",11491,41
"7393",11635,41
"7394",11723,41
"7395",11780,41
"7396",11799,41
"7397",12120,41
"7398",12152,41
"7399",1453,42
"7400",1661,42
"7401",1662,42
"7402",1667,42
"7403",1757,42
"7404",1759,42
"7405",1760,42
"7406",1770,42
"7407",1818,42
"7408",1841,42
"7409",1842,42
"7410",1967,42
"7411",1970,42
"7412",1971,42
"7413",1984,42
"7414",1987,42
"7415",1995,42
"7416",2005,42
"7417",2055,42
"7418",2065,42
"7419",2066,42
"7420",2067,42
"7421",2113,42
"7422",2116,42
"7423",2129,42
"7424",2135,42
"7425",2149,42
"7426",2166,42
"7427",2169,42
"7428",2173,42
"7429",2207,42
"7430",2293,42
"7431",2322,42
"7432",2326,42
"7433",2328,42
"7434",2379,42
"7435",2383,42
"7436",2384,42
"7437",2439,42
"7438",2482,42
"7439",2510,42
"7440",2551,42
"7441",2552,42
"7442",2601,42
"7443",2603,42
"7444",2620,42
"7445",2685,42
"7446",2771,42
"7447",2858,42
"7448",2868,42
"7449",2896,42
"7450",2902,42
"7451",2903,42
"7452",2905,42
"7453",2907,42
"7454",2908,42
"7455",2945,42
"7456",2946,42
"7457",3002,42
"7458",3003,42
"7459",3075,42
"7460",3076,42
"7461",3078,42
"7462",3079,42
"7463",3080,42
"7464",3082,42
"7465",3083,42
"7466",3084,42
"7467",3151,42
"7468",3155,42
"7469",3178,42
"7470",3199,42
"7471",3231,42
"7472",3244,42
"7473",3246,42
"7474",3254,42
"7475",3256,42
"7476",3312,42
"7477",3318,42
"7478",3319,42
"7479",3322,42
"7480",3344,42
"7481",3352,42
"7482",3359,42
"7483",3433,42
"7484",3481,42
"7485",3521,42
"7486",3581,42
"7487",3583,42
"7488",3590,42
"7489",3597,42
"7490",3600,42
"7491",3642,42
"7492",3695,42
"7493",3696,42
"7494",3699,42
"7495",3743,42
"7496",3833,42
"7497",3919,42
"7498",3921,42
"7499",3927,42
"7500",4013,42
"7501",4137,42
"7502",4209,42
"7503",4231,42
"7504",4245,42
"7505",4265,42
"7506",4325,42
"7507",4381,42
"7508",4529,42
"7509",4553,42
"7510",4673,42
"7511",4683,42
"7512",4823,42
"7513",4846,42
"7514",5093,42
"7515",5094,42
"7516",5121,42
"7517",5124,42
"7518",5145,42
"7519",5262,42
"7520",5265,42
"7521",5271,42
"7522",5279,42
"7523",5413,42
"7524",5549,42
"7525",5553,42
"7526",5687,42
"7527",5705,42
"7528",5800,42
"7529",5987,42
"7530",6130,42
"7531",6238,42
"7532",6684,42
"7533",7451,42
"7534",7495,42
"7535",7612,42
"7536",7615,42
"7537",7616,42
"7538",7671,42
"7539",7976,42
"7540",8364,42
"7541",8369,42
"7542",8382,42
"7543",8399,42
"7544",8469,42
"7545",9221,42
"7546",9437,42
"7547",9440,42
"7548",10267,42
"7549",10509,42
"7550",10690,42
"7551",10812,42
"7552",11314,42
"7553",11396,42
"7554",11469,42
"7555",11548,42
"7556",11563,42
"7557",11709,42
"7558",11716,42
"7559",11734,42
"7560",11786,42
"7561",11849,42
"7562",11851,42
"7563",12064,42
"7564",1445,43
"7565",1607,43
"7566",1609,43
"7567",1837,43
"7568",1840,43
"7569",1843,43
"7570",1854,43
"7571",1975,43
"7572",2009,43
"7573",2058,43
"7574",2114,43
"7575",2136,43
"7576",2150,43
"7577",2151,43
"7578",2164,43
"7579",2209,43
"7580",2211,43
"7581",2216,43
"7582",2267,43
"7583",2270,43
"7584",2311,43
"7585",2320,43
"7586",2329,43
"7587",2374,43
"7588",2375,43
"7589",2382,43
"7590",2437,43
"7591",2457,43
"7592",2479,43
"7593",2502,43
"7594",2504,43
"7595",2542,43
"7596",2602,43
"7597",2604,43
"7598",2617,43
"7599",2686,43
"7600",2710,43
"7601",2780,43
"7602",2797,43
"7603",2849,43
"7604",2906,43
"7605",2997,43
"7606",3005,43
"7607",3013,43
"7608",3014,43
"7609",3021,43
"7610",3024,43
"7611",3038,43
"7612",3039,43
"7613",3169,43
"7614",3248,43
"7615",3250,43
"7616",3255,43
"7617",3345,43
"7618",3346,43
"7619",3383,43
"7620",3400,43
"7621",3409,43
"7622",3431,43
"7623",3451,43
"7624",3582,43
"7625",3596,43
"7626",3638,43
"7627",3747,43
"7628",3858,43
"7629",3920,43
"7630",4053,43
"7631",4054,43
"7632",4075,43
"7633",4097,43
"7634",4228,43
"7635",4239,43
"7636",4289,43
"7637",4380,43
"7638",4385,43
"7639",4411,43
"7640",4443,43
"7641",4468,43
"7642",4495,43
"7643",4525,43
"7644",4618,43
"7645",4672,43
"7646",4674,43
"7647",4676,43
"7648",4739,43
"7649",4828,43
"7650",4831,43
"7651",4845,43
"7652",4872,43
"7653",4943,43
"7654",4972,43
"7655",4998,43
"7656",4999,43
"7657",5120,43
"7658",5152,43
"7659",5256,43
"7660",5272,43
"7661",5313,43
"7662",5404,43
"7663",5490,43
"7664",5516,43
"7665",5550,43
"7666",5673,43
"7667",5686,43
"7668",5688,43
"7669",5719,43
"7670",6005,43
"7671",6093,43
"7672",6382,43
"7673",6805,43
"7674",6976,43
"7675",7351,43
"7676",7459,43
"7677",7483,43
"7678",7593,43
"7679",7594,43
"7680",7607,43
"7681",7608,43
"7682",7614,43
"7683",7746,43
"7684",7826,43
"7685",7832,43
"7686",8154,43
"7687",8267,43
"7688",8398,43
"7689",8485,43
"7690",8499,43
"7691",8848,43
"7692",9292,43
"7693",9524,43
"7694",9555,43
"7695",9747,43
"7696",10192,43
"7697",10225,43
"7698",10425,43
"7699",11023,43
"7700",11206,43
"7701",11634,43
"7702",11708,43
"7703",11737,43
"7704",11798,43
"7705",11850,43
"7706",12063,43
"7707",12118,43
"7708",1761,44
"7709",1812,44
"7710",1813,44
"7711",1816,44
"7712",1910,44
"7713",1974,44
"7714",1985,44
"7715",2006,44
"7716",2063,44
"7717",2110,44
"7718",2124,44
"7719",2152,44
"7720",2153,44
"7721",2161,44
"7722",2171,44
"7723",2172,44
"7724",2210,44
"7725",2212,44
"7726",2280,44
"7727",2288,44
"7728",2366,44
"7729",2440,44
"7730",2481,44
"7731",2503,44
"7732",2515,44
"7733",2534,44
"7734",2616,44
"7735",2623,44
"7736",2656,44
"7737",2677,44
"7738",2680,44
"7739",2690,44
"7740",2729,44
"7741",2770,44
"7742",2781,44
"7743",2848,44
"7744",2865,44
"7745",2867,44
"7746",2870,44
"7747",3001,44
"7748",3016,44
"7749",3020,44
"7750",3043,44
"7751",3059,44
"7752",3061,44
"7753",3074,44
"7754",3142,44
"7755",3168,44
"7756",3219,44
"7757",3245,44
"7758",3249,44
"7759",3251,44
"7760",3277,44
"7761",3278,44
"7762",3337,44
