"","V1","rich"
"3167",713,21
"3168",716,21
"3169",717,21
"3170",758,21
"3171",762,21
"3172",763,21
"3173",812,21
"3174",823,21
"3175",845,21
"3176",865,21
"3177",866,21
"3178",875,21
"3179",879,21
"3180",880,21
"3181",886,21
"3182",887,21
"3183",888,21
"3184",908,21
"3185",987,21
"3186",1045,21
"3187",1072,21
"3188",1114,21
"3189",1155,21
"3190",1242,21
"3191",1243,21
"3192",1415,21
"3193",1417,21
"3194",1440,21
"3195",1486,21
"3196",1585,21
"3197",1586,21
"3198",1588,21
"3199",1600,21
"3200",1603,21
"3201",1632,21
"3202",1745,21
"3203",1891,21
"3204",1904,21
"3205",2090,21
"3206",2091,21
"3207",2100,21
"3208",2296,21
"3209",2298,21
"3210",2305,21
"3211",2306,21
"3212",2465,21
"3213",2466,21
"3214",2467,21
"3215",2468,21
"3216",2470,21
"3217",2471,21
"3218",2475,21
"3219",2645,21
"3220",2647,21
"3221",2649,21
"3222",2651,21
"3223",2763,21
"3224",3218,21
"3225",3500,21
"3226",3539,21
"3227",3653,21
"3228",3659,21
"3229",3688,21
"3230",3851,21
"3231",3854,21
"3232",3939,21
"3233",3964,21
"3234",3971,21
"3235",3974,21
"3236",4123,21
"3237",4143,21
"3238",4145,21
"3239",4147,21
"3240",4154,21
"3241",4160,21
"3242",4161,21
"3243",4243,21
"3244",4281,21
"3245",4284,21
"3246",4285,21
"3247",4378,21
"3248",4434,21
"3249",4435,21
"3250",4462,21
"3251",4464,21
"3252",4482,21
"3253",4526,21
"3254",4695,21
"3255",4705,21
"3256",4765,21
"3257",4840,21
"3258",4893,21
"3259",4902,21
"3260",4903,21
"3261",4910,21
"3262",4968,21
"3263",5028,21
"3264",5030,21
"3265",5061,21
"3266",5175,21
"3267",5324,21
"3268",5368,21
"3269",5430,21
"3270",5431,21
"3271",5532,21
"3272",5598,21
"3273",5627,21
"3274",5628,21
"3275",5663,21
"3276",5669,21
"3277",5671,21
"3278",5724,21
"3279",5782,21
"3280",5823,21
"3281",5910,21
"3282",5930,21
"3283",5935,21
"3284",5955,21
"3285",5972,21
"3286",6014,21
"3287",6017,21
"3288",6081,21
"3289",6087,21
"3290",6089,21
"3291",6160,21
"3292",6227,21
"3293",6350,21
"3294",6384,21
"3295",6411,21
"3296",6511,21
"3297",6531,21
"3298",6548,21
"3299",6956,21
"3300",7050,21
"3301",7175,21
"3302",7304,21
"3303",7505,21
"3304",7577,21
"3305",7618,21
"3306",7864,21
"3307",8075,21
"3308",8274,21
"3309",9127,21
"3310",9132,21
"3311",9334,21
"3312",9519,21
"3313",9652,21
"3314",9739,21
"3315",9955,21
"3316",10472,21
"3317",10592,21
"3318",10628,21
"3319",10645,21
"3320",10683,21
"3321",10721,21
"3322",10722,21
"3323",10746,21
"3324",10870,21
"3325",10921,21
"3326",10937,21
"3327",11006,21
"3328",11013,21
"3329",11014,21
"3330",11050,21
"3331",11078,21
"3332",11089,21
"3333",11097,21
"3334",11098,21
"3335",11108,21
"3336",11120,21
"3337",11194,21
"3338",11214,21
"3339",11276,21
"3340",11287,21
"3341",11374,21
"3342",11379,21
"3343",11380,21
"3344",11438,21
"3345",11440,21
"3346",11463,21
"3347",11595,21
"3348",11615,21
"3349",11617,21
"3350",11621,21
"3351",11676,21
"3352",11681,21
"3353",11682,21
"3354",11683,21
"3355",11686,21
"3356",11697,21
"3357",11761,21
"3358",11775,21
"3359",11818,21
"3360",11824,21
"3361",11832,21
"3362",11882,21
"3363",11883,21
"3364",11893,21
"3365",11894,21
"3366",11956,21
"3367",12004,21
"3368",12035,21
"3369",12121,21
"3370",12133,21
"3371",12162,21
"3372",12190,21
"3373",12207,21
"3374",12234,21
"3375",12270,21
"3376",384,22
"3377",385,22
"3378",386,22
"3379",393,22
"3380",395,22
"3381",398,22
"3382",401,22
"3383",402,22
"3384",404,22
"3385",405,22
"3386",435,22
"3387",436,22
"3388",488,22
"3389",491,22
"3390",531,22
"3391",537,22
"3392",540,22
"3393",546,22
"3394",551,22
"3395",554,22
"3396",572,22
"3397",592,22
"3398",647,22
"3399",656,22
"3400",684,22
"3401",690,22
"3402",692,22
"3403",694,22
"3404",696,22
"3405",706,22
"3406",709,22
"3407",736,22
"3408",760,22
"3409",761,22
"3410",821,22
"3411",822,22
"3412",824,22
"3413",851,22
"3414",859,22
"3415",863,22
"3416",864,22
"3417",867,22
"3418",868,22
"3419",869,22
"3420",870,22
"3421",874,22
"3422",885,22
"3423",891,22
"3424",892,22
"3425",893,22
"3426",995,22
"3427",996,22
"3428",1028,22
"3429",1029,22
"3430",1030,22
"3431",1040,22
"3432",1041,22
"3433",1043,22
"3434",1044,22
"3435",1062,22
"3436",1063,22
"3437",1064,22
"3438",1065,22
"3439",1069,22
"3440",1073,22
"3441",1074,22
"3442",1152,22
"3443",1210,22
"3444",1211,22
"3445",1212,22
"3446",1241,22
"3447",1257,22
"3448",1413,22
"3449",1414,22
"3450",1427,22
"3451",1485,22
"3452",1599,22
"3453",1605,22
"3454",1741,22
"3455",1888,22
"3456",1889,22
"3457",1898,22
"3458",2088,22
"3459",2137,22
"3460",2191,22
"3461",2194,22
"3462",2255,22
"3463",2289,22
"3464",2304,22
"3465",2308,22
"3466",2458,22
"3467",2460,22
"3468",2469,22
"3469",2473,22
"3470",2476,22
"3471",2478,22
"3472",2593,22
"3473",2633,22
"3474",2634,22
"3475",2703,22
"3476",3195,22
"3477",3196,22
"3478",3325,22
"3479",3473,22
"3480",3494,22
"3481",3509,22
"3482",3511,22
"3483",3552,22
"3484",3553,22
"3485",3654,22
"3486",3663,22
"3487",3673,22
"3488",3674,22
"3489",3715,22
"3490",3794,22
"3491",3811,22
"3492",3813,22
"3493",3852,22
"3494",3970,22
"3495",3994,22
"3496",4011,22
"3497",4122,22
"3498",4162,22
"3499",4215,22
"3500",4269,22
"3501",4292,22
"3502",4310,22
"3503",4372,22
"3504",4438,22
"3505",4450,22
"3506",4461,22
"3507",4463,22
"3508",4471,22
"3509",4609,22
"3510",4610,22
"3511",4697,22
"3512",4701,22
"3513",4774,22
"3514",4795,22
"3515",4820,22
"3516",4894,22
"3517",4899,22
"3518",4919,22
"3519",4990,22
"3520",5006,22
"3521",5007,22
"3522",5074,22
"3523",5138,22
"3524",5149,22
"3525",5179,22
"3526",5339,22
"3527",5369,22
"3528",5428,22
"3529",5441,22
"3530",5511,22
"3531",5564,22
"3532",5634,22
"3533",5685,22
"3534",5721,22
"3535",5752,22
"3536",5777,22
"3537",5781,22
"3538",5789,22
"3539",5931,22
"3540",5944,22
"3541",6054,22
"3542",6201,22
"3543",6228,22
"3544",6229,22
"3545",6235,22
"3546",6267,22
"3547",6512,22
"3548",6514,22
"3549",6532,22
"3550",6646,22
"3551",6647,22
"3552",6648,22
"3553",6670,22
"3554",6768,22
"3555",6806,22
"3556",6836,22
"3557",6919,22
"3558",7052,22
"3559",7053,22
"3560",7257,22
"3561",7425,22
"3562",7572,22
"3563",7646,22
"3564",7648,22
"3565",7692,22
"3566",7767,22
"3567",7787,22
"3568",7876,22
"3569",7886,22
"3570",7888,22
"3571",7949,22
"3572",8355,22
"3573",9036,22
"3574",9377,22
"3575",9744,22
"3576",10051,22
"3577",10064,22
"3578",10339,22
"3579",10629,22
"3580",10630,22
"3581",10643,22
"3582",10644,22
"3583",10651,22
"3584",10778,22
"3585",10832,22
"3586",10842,22
"3587",10913,22
"3588",10916,22
"3589",10996,22
"3590",11000,22
"3591",11010,22
"3592",11018,22
"3593",11096,22
"3594",11101,22
"3595",11146,22
"3596",11182,22
"3597",11188,22
"3598",11195,22
"3599",11196,22
"3600",11198,22
"3601",11200,22
"3602",11277,22
"3603",11278,22
"3604",11286,22
"3605",11288,22
"3606",11292,22
"3607",11326,22
"3608",11353,22
"3609",11381,22
"3610",11460,22
"3611",11464,22
"3612",11541,22
"3613",11596,22
"3614",11597,22
"3615",11602,22
"3616",11604,22
"3617",11613,22
"3618",11618,22
"3619",11670,22
"3620",11671,22
"3621",11684,22
"3622",11758,22
"3623",11759,22
"3624",11770,22
"3625",11815,22
"3626",11831,22
"3627",11836,22
"3628",11892,22
"3629",11902,22
"3630",11903,22
"3631",11911,22
"3632",11921,22
"3633",11922,22
"3634",11960,22
"3635",12161,22
"3636",12191,22
"3637",12225,22
"3638",12233,22
"3639",12244,22
"3640",12262,22
"3641",12263,22
"3642",12269,22
"3643",387,23
"3644",394,23
"3645",399,23
"3646",433,23
"3647",434,23
"3648",529,23
"3649",530,23
"3650",533,23
"3651",534,23
"3652",539,23
"3653",541,23
"3654",542,23
"3655",543,23
"3656",544,23
"3657",547,23
"3658",548,23
"3659",550,23
"3660",677,23
"3661",678,23
"3662",680,23
"3663",683,23
"3664",685,23
"3665",686,23
"3666",689,23
"3667",691,23
"3668",698,23
"3669",700,23
"3670",705,23
"3671",757,23
"3672",813,23
"3673",852,23
"3674",856,23
"3675",857,23
"3676",858,23
"3677",860,23
"3678",877,23
"3679",881,23
"3680",889,23
"3681",890,23
"3682",909,23
"3683",911,23
"3684",1027,23
"3685",1036,23
"3686",1037,23
"3687",1038,23
"3688",1039,23
"3689",1042,23
"3690",1050,23
"3691",1058,23
"3692",1068,23
"3693",1076,23
"3694",1082,23
"3695",1103,23
"3696",1153,23
"3697",1206,23
"3698",1207,23
"3699",1208,23
"3700",1209,23
"3701",1213,23
"3702",1214,23
"3703",1230,23
"3704",1234,23
"3705",1235,23
"3706",1236,23
"3707",1240,23
"3708",1255,23
"3709",1412,23
"3710",1467,23
"3711",1592,23
"3712",1740,23
"3713",1744,23
"3714",1942,23
"3715",2041,23
"3716",2089,23
"3717",2235,23
"3718",2240,23
"3719",2242,23
"3720",2243,23
"3721",2256,23
"3722",2257,23
"3723",2297,23
"3724",2352,23
"3725",2421,23
"3726",2464,23
"3727",2477,23
"3728",2631,23
"3729",2632,23
"3730",3177,23
"3731",3349,23
"3732",3386,23
"3733",3474,23
"3734",3491,23
"3735",3492,23
"3736",3493,23
"3737",3502,23
"3738",3503,23
"3739",3636,23
"3740",3815,23
"3741",3853,23
"3742",3992,23
"3743",3995,23
"3744",4010,23
"3745",4142,23
"3746",4148,23
"3747",4163,23
"3748",4167,23
"3749",4175,23
"3750",4217,23
"3751",4366,23
"3752",4400,23
"3753",4490,23
"3754",4561,23
"3755",4562,23
"3756",4565,23
"3757",4584,23
"3758",4585,23
"3759",4607,23
"3760",4698,23
"3761",4700,23
"3762",4757,23
"3763",4758,23
"3764",4759,23
"3765",4762,23
"3766",4778,23
"3767",4882,23
"3768",4911,23
"3769",5008,23
"3770",5014,23
"3771",5040,23
"3772",5046,23
"3773",5063,23
"3774",5076,23
"3775",5096,23
"3776",5139,23
"3777",5190,23
"3778",5191,23
"3779",5282,23
"3780",5288,23
"3781",5326,23
"3782",5327,23
"3783",5384,23
"3784",5451,23
"3785",5484,23
"3786",5599,23
"3787",5723,23
"3788",5753,23
"3789",5816,23
"3790",5906,23
"3791",5907,23
"3792",5959,23
"3793",6057,23
"3794",6270,23
"3795",6379,23
"3796",6663,23
"3797",6665,23
"3798",6711,23
"3799",6712,23
"3800",6789,23
"3801",6792,23
"3802",6809,23
"3803",6955,23
"3804",6995,23
"3805",6998,23
"3806",7178,23
"3807",7333,23
"3808",7376,23
"3809",7378,23
"3810",7667,23
"3811",7779,23
"3812",7780,23
"3813",7887,23
"3814",7972,23
"3815",7975,23
"3816",7982,23
"3817",8049,23
"3818",8050,23
"3819",8169,23
"3820",8278,23
"3821",8354,23
"3822",8575,23
"3823",9113,23
"3824",9204,23
"3825",9210,23
"3826",9291,23
"3827",9300,23
"3828",9528,23
"3829",9534,23
"3830",9657,23
"3831",10040,23
"3832",10477,23
"3833",10642,23
"3834",10736,23
"3835",10920,23
"3836",10925,23
"3837",10927,23
"3838",10936,23
"3839",10965,23
"3840",10999,23
"3841",11099,23
"3842",11100,23
"3843",11103,23
"3844",11104,23
"3845",11109,23
"3846",11189,23
"3847",11190,23
"3848",11191,23
"3849",11193,23
"3850",11199,23
"3851",11215,23
"3852",11266,23
"3853",11279,23
"3854",11290,23
"3855",11291,23
"3856",11316,23
"3857",11354,23
"3858",11355,23
"3859",11375,23
"3860",11535,23
"3861",11540,23
"3862",11542,23
"3863",11598,23
"3864",11605,23
"3865",11610,23
"3866",11619,23
"3867",11675,23
"3868",11768,23
"3869",11814,23
"3870",11828,23
"3871",11845,23
"3872",11846,23
"3873",11895,23
"3874",11955,23
"3875",11982,23
"3876",12012,23
"3877",12122,23
"3878",12150,23
"3879",12171,23
"3880",12243,23
"3881",12252,23
"3882",12259,23
"3883",12268,23
"3884",400,24
"3885",429,24
"3886",431,24
"3887",490,24
"3888",522,24
"3889",523,24
"3890",524,24
"3891",525,24
"3892",528,24
"3893",536,24
"3894",538,24
"3895",552,24
"3896",553,24
"3897",571,24
"3898",590,24
"3899",591,24
"3900",646,24
"3901",676,24
"3902",681,24
"3903",682,24
"3904",695,24
"3905",697,24
"3906",699,24
"3907",704,24
"3908",742,24
"3909",759,24
"3910",839,24
"3911",848,24
"3912",853,24
"3913",854,24
"3914",855,24
"3915",876,24
"3916",882,24
"3917",883,24
"3918",884,24
"3919",933,24
"3920",983,24
"3921",998,24
"3922",1025,24
"3923",1031,24
"3924",1032,24
"3925",1033,24
"3926",1034,24
"3927",1035,24
"3928",1046,24
"3929",1054,24
"3930",1056,24
"3931",1057,24
"3932",1066,24
"3933",1067,24
"3934",1075,24
"3935",1083,24
"3936",1102,24
"3937",1154,24
"3938",1199,24
"3939",1200,24
"3940",1201,24
"3941",1202,24
"3942",1203,24
"3943",1205,24
"3944",1215,24
"3945",1228,24
"3946",1231,24
"3947",1239,24
"3948",1244,24
"3949",1245,24
"3950",1259,24
"3951",1325,24
"3952",1383,24
"3953",1411,24
"3954",1431,24
"3955",1593,24
"3956",1598,24
"3957",1646,24
"3958",1739,24
"3959",1807,24
"3960",1899,24
"3961",1905,24
"3962",1937,24
"3963",1940,24
"3964",2042,24
"3965",2043,24
"3966",2087,24
"3967",2097,24
"3968",2193,24
"3969",2234,24
"3970",2241,24
"3971",2250,24
"3972",2260,24
"3973",2307,24
"3974",2404,24
"3975",2529,24
"3976",2607,24
"3977",2702,24
"3978",2764,24
"3979",3179,24
"3980",3472,24
"3981",3475,24
"3982",3501,24
"3983",3637,24
"3984",3660,24
"3985",3665,24
"3986",3676,24
"3987",3687,24
"3988",3716,24
"3989",3814,24
"3990",3838,24
"3991",3969,24
"3992",3997,24
"3993",4001,24
"3994",4008,24
"3995",4009,24
"3996",4124,24
"3997",4188,24
"3998",4244,24
"3999",4248,24
"4000",4277,24
"4001",4317,24
"4002",4448,24
"4003",4571,24
"4004",4587,24
"4005",4596,24
"4006",4636,24
"4007",4729,24
"4008",4748,24
"4009",4844,24
"4010",4861,24
"4011",4892,24
"4012",4896,24
"4013",4898,24
"4014",4914,24
"4015",5036,24
"4016",5037,24
"4017",5064,24
"4018",5072,24
"4019",5148,24
"4020",5150,24
"4021",5180,24
"4022",5234,24
"4023",5283,24
"4024",5284,24
"4025",5287,24
"4026",5297,24
"4027",5629,24
"4028",5646,24
"4029",5664,24
"4030",5672,24
"4031",5778,24
"4032",5869,24
"4033",5929,24
"4034",6094,24
"4035",6383,24
"4036",6414,24
"4037",6535,24
"4038",6547,24
"4039",6772,24
"4040",6795,24
"4041",6834,24
"4042",6859,24
"4043",6861,24
"4044",6862,24
"4045",6918,24
"4046",6939,24
"4047",6950,24
"4048",6951,24
"4049",6990,24
"4050",6996,24
"4051",6997,24
"4052",7083,24
"4053",7204,24
"4054",7276,24
"4055",7300,24
"4056",7416,24
"4057",7441,24
"4058",7442,24
"4059",7443,24
"4060",7676,24
"4061",7851,24
"4062",7858,24
"4063",8058,24
"4064",8368,24
"4065",8683,24
"4066",8761,24
"4067",9126,24
"4068",9601,24
"4069",10391,24
"4070",10542,24
"4071",10734,24
"4072",10738,24
"4073",10829,24
"4074",10833,24
"4075",10914,24
"4076",10915,24
"4077",10917,24
"4078",10919,24
"4079",11009,24
"4080",11012,24
"4081",11017,24
"4082",11028,24
"4083",11029,24
"4084",11102,24
"4085",11175,24
"4086",11192,24
"4087",11201,24
"4088",11261,24
"4089",11274,24
"4090",11275,24
"4091",11280,24
"4092",11350,24
"4093",11359,24
"4094",11362,24
"4095",11363,24
"4096",11364,24
"4097",11367,24
"4098",11377,24
"4099",11378,24
"4100",11444,24
"4101",11446,24
"4102",11458,24
"4103",11520,24
"4104",11521,24
"4105",11522,24
"4106",11523,24
"4107",11524,24
"4108",11538,24
"4109",11599,24
"4110",11600,24
"4111",11606,24
"4112",11614,24
"4113",11672,24
"4114",11673,24
"4115",11674,24
"4116",11685,24
"4117",11746,24
"4118",11747,24
"4119",11793,24
"4120",11816,24
"4121",11837,24
"4122",11897,24
"4123",11942,24
"4124",12014,24
"4125",12015,24
"4126",12024,24
"4127",12066,24
"4128",12106,24
"4129",12151,24
"4130",12184,24
"4131",12192,24
"4132",12193,24
"4133",12226,24
"4134",12253,24
"4135",12275,24
"4136",12288,24
"4137",430,25
"4138",432,25
"4139",515,25
"4140",549,25
"4141",573,25
"4142",574,25
"4143",644,25
"4144",674,25
"4145",701,25
"4146",702,25
"4147",703,25
"4148",739,25
"4149",741,25
"4150",809,25
"4151",814,25
"4152",835,25
"4153",849,25
"4154",850,25
"4155",873,25
"4156",878,25
"4157",910,25
"4158",928,25
"4159",929,25
"4160",934,25
"4161",982,25
"4162",1024,25
"4163",1026,25
"4164",1113,25
"4165",1198,25
"4166",1204,25
"4167",1216,25
"4168",1217,25
"4169",1227,25
"4170",1229,25
"4171",1233,25
"4172",1237,25
"4173",1282,25
"4174",1320,25
"4175",1377,25
"4176",1378,25
"4177",1379,25
"4178",1388,25
"4179",1389,25
"4180",1390,25
"4181",1396,25
"4182",1400,25
"4183",1402,25
"4184",1403,25
"4185",1408,25
"4186",1493,25
"4187",1579,25
"4188",1738,25
"4189",1941,25
"4190",2086,25
"4191",2093,25
"4192",2108,25
"4193",2192,25
"4194",2236,25
"4195",2265,25
"4196",2353,25
"4197",2355,25
"4198",2422,25
"4199",2474,25
"4200",2527,25
"4201",2592,25
"4202",2630,25
"4203",3271,25
"4204",3307,25
"4205",3347,25
"4206",3477,25
"4207",3672,25
"4208",3817,25
"4209",3848,25
"4210",3937,25
"4211",3944,25
"4212",3998,25
"4213",4065,25
"4214",4084,25
"4215",4164,25
"4216",4219,25
"4217",4220,25
"4218",4280,25
"4219",4286,25
"4220",4321,25
"4221",4332,25
"4222",4388,25
"4223",4401,25
"4224",4424,25
"4225",4447,25
"4226",4487,25
"4227",4570,25
"4228",4579,25
"4229",4583,25
"4230",4718,25
"4231",4766,25
"4232",4794,25
"4233",4849,25
"4234",4850,25
"4235",4880,25
"4236",4883,25
"4237",4916,25
"4238",4921,25
"4239",5005,25
"4240",5181,25
"4241",5182,25
"4242",5208,25
"4243",5285,25
"4244",5286,25
"4245",5444,25
"4246",5523,25
"4247",5570,25
"4248",5572,25
"4249",5621,25
"4250",5661,25
"4251",5720,25
"4252",5788,25
"4253",5927,25
"4254",5928,25
"4255",6007,25
"4256",6015,25
"4257",6016,25
"4258",6155,25
"4259",6243,25
"4260",6301,25
"4261",6525,25
"4262",6714,25
"4263",6810,25
"4264",6811,25
"4265",6941,25
"4266",7079,25
"4267",7148,25
"4268",7308,25
"4269",7370,25
"4270",7375,25
"4271",7394,25
"4272",7632,25
"4273",7762,25
"4274",7880,25
"4275",8054,25
"4276",8057,25
"4277",8071,25
"4278",8073,25
"4279",8171,25
"4280",8173,25
"4281",8250,25
"4282",8262,25
"4283",8276,25
"4284",8380,25
"4285",8458,25
"4286",9315,25
"4287",9335,25
"4288",9401,25
"4289",9553,25
"4290",9859,25
"4291",10378,25
"4292",10393,25
"4293",10458,25
"4294",10478,25
"4295",10479,25
"4296",10553,25
"4297",10635,25
"4298",10733,25
"4299",10737,25
"4300",10814,25
"4301",10825,25
"4302",10828,25
"4303",10830,25
"4304",10908,25
"4305",10918,25
"4306",10923,25
"4307",10997,25
"4308",11007,25
"4309",11008,25
"4310",11015,25
"4311",11019,25
"4312",11084,25
"4313",11088,25
"4314",11105,25
"4315",11107,25
"4316",11135,25
"4317",11168,25
"4318",11181,25
"4319",11202,25
"4320",11260,25
"4321",11285,25
"4322",11289,25
"4323",11293,25
"4324",11294,25
"4325",11360,25
"4326",11361,25
"4327",11365,25
"4328",11373,25
"4329",11376,25
"4330",11441,25
"4331",11445,25
"4332",11447,25
"4333",11450,25
"4334",11459,25
"4335",11461,25
"4336",11462,25
"4337",11525,25
"4338",11527,25
"4339",11601,25
"4340",11607,25
"4341",11695,25
"4342",11776,25
"4343",11817,25
"4344",11829,25
"4345",11830,25
"4346",11838,25
"4347",11896,25
"4348",11988,25
"4349",12096,25
"4350",12132,25
"4351",12180,25
"4352",12224,25
"4353",12232,25
"4354",12279,25
"4355",12287,25
"4356",396,26
"4357",397,26
"4358",489,26
"4359",588,26
"4360",642,26
"4361",645,26
"4362",740,26
"4363",755,26
"4364",810,26
"4365",825,26
"4366",831,26
"4367",841,26
"4368",846,26
"4369",871,26
"4370",872,26
"4371",984,26
"4372",997,26
"4373",1004,26
"4374",1005,26
"4375",1048,26
"4376",1049,26
"4377",1051,26
"4378",1053,26
"4379",1060,26
"4380",1061,26
"4381",1084,26
"4382",1107,26
"4383",1168,26
"4384",1197,26
"4385",1224,26
"4386",1256,26
"4387",1359,26
"4388",1375,26
"4389",1376,26
"4390",1380,26
"4391",1382,26
"4392",1384,26
"4393",1386,26
"4394",1387,26
"4395",1391,26
"4396",1392,26
"4397",1397,26
"4398",1399,26
"4399",1401,26
"4400",1404,26
"4401",1406,26
"4402",1407,26
"4403",1409,26
"4404",1428,26
"4405",1434,26
"4406",1442,26
"4407",1466,26
"4408",1564,26
"4409",1565,26
"4410",1566,26
"4411",1580,26
"4412",1606,26
"4413",1630,26
"4414",1654,26
"4415",1727,26
"4416",1733,26
"4417",1737,26
"4418",1748,26
"4419",1751,26
"4420",1887,26
"4421",2092,26
"4422",2237,26
"4423",2239,26
"4424",2259,26
"4425",2354,26
"4426",2400,26
"4427",2425,26
"4428",2426,26
"4429",2525,26
"4430",2568,26
"4431",2586,26
"4432",2628,26
"4433",2700,26
"4434",2799,26
"4435",2939,26
"4436",2970,26
"4437",3304,26
"4438",3305,26
"4439",3471,26
"4440",3476,26
"4441",3633,26
"4442",3639,26
"4443",3664,26
"4444",3816,26
"4445",3818,26
"4446",3967,26
"4447",3999,26
"4448",4002,26
"4449",4005,26
"4450",4006,26
"4451",4007,26
"4452",4064,26
"4453",4118,26
"4454",4127,26
"4455",4214,26
"4456",4233,26
"4457",4431,26
"4458",4432,26
"4459",4440,26
"4460",4441,26
"4461",4478,26
"4462",4615,26
"4463",4627,26
"4464",4760,26
"4465",4852,26
"4466",4881,26
"4467",4897,26
"4468",4912,26
"4469",4913,26
"4470",4925,26
"4471",4994,26
"4472",5017,26
"4473",5020,26
"4474",5024,26
"4475",5038,26
"4476",5065,26
"4477",5168,26
"4478",5274,26
"4479",5300,26
"4480",5331,26
"4481",5336,26
"4482",5426,26
"4483",5485,26
"4484",5491,26
"4485",5524,26
"4486",5531,26
"4487",5571,26
"4488",5817,26
"4489",5905,26
"4490",5938,26
"4491",5939,26
"4492",5956,26
"4493",5958,26
"4494",6009,26
"4495",6234,26
"4496",6241,26
"4497",6373,26
"4498",6657,26
"4499",6659,26
"4500",6662,26
"4501",6667,26
"4502",6808,26
"4503",6940,26
"4504",6942,26
"4505",6952,26
"4506",7071,26
"4507",7075,26
"4508",7198,26
"4509",7325,26
"4510",7326,26
"4511",7329,26
"4512",7444,26
"4513",7550,26
"4514",7553,26
"4515",7763,26
"4516",7784,26
"4517",7859,26
"4518",8072,26
"4519",8078,26
"4520",8174,26
"4521",8461,26
"4522",8775,26
"4523",8844,26
"4524",9039,26
"4525",9536,26
"4526",9954,26
"4527",10035,26
"4528",10311,26
"4529",10460,26
"4530",10552,26
"4531",10554,26
"4532",10559,26
"4533",10564,26
"4534",10735,26
"4535",10742,26
"4536",10831,26
"4537",10837,26
"4538",10849,26
"4539",10911,26
"4540",10928,26
"4541",11011,26
"4542",11203,26
"4543",11204,26
"4544",11273,26
"4545",11281,26
"4546",11283,26
"4547",11284,26
"4548",11443,26
"4549",11449,26
"4550",11526,26
"4551",11528,26
"4552",11539,26
"4553",11609,26
"4554",11620,26
"4555",11696,26
"4556",11769,26
"4557",11778,26
"4558",11913,26
"4559",11979,26
"4560",11983,26
"4561",11989,26
"4562",12002,26
"4563",12003,26
"4564",12013,26
"4565",12036,26
"4566",12111,26
"4567",12114,26
"4568",12179,26
"4569",12211,26
"4570",12222,26
"4571",12223,26
"4572",12240,26
"4573",12251,26
"4574",12260,26
"4575",12261,26
"4576",575,27
"4577",639,27
"4578",640,27
"4579",643,27
"4580",743,27
"4581",752,27
"4582",753,27
"4583",754,27
"4584",815,27
"4585",816,27
"4586",818,27
"4587",819,27
"4588",828,27
"4589",930,27
"4590",931,27
"4591",937,27
"4592",988,27
"4593",999,27
"4594",1000,27
"4595",1007,27
"4596",1022,27
"4597",1023,27
"4598",1047,27
"4599",1052,27
"4600",1085,27
"4601",1089,27
"4602",1112,27
"4603",1156,27
"4604",1194,27
"4605",1195,27
"4606",1196,27
"4607",1218,27
"4608",1225,27
"4609",1226,27
"4610",1232,27
"4611",1258,27
"4612",1289,27
"4613",1360,27
"4614",1361,27
"4615",1362,27
"4616",1372,27
"4617",1374,27
"4618",1381,27
"4619",1385,27
"4620",1398,27
"4621",1405,27
"4622",1410,27
"4623",1432,27
"4624",1487,27
"4625",1556,27
"4626",1557,27
"4627",1558,27
"4628",1563,27
"4629",1567,27
"4630",1571,27
"4631",1575,27
"4632",1595,27
"4633",1628,27
"4634",1724,27
"4635",1725,27
"4636",1726,27
"4637",1728,27
"4638",1729,27
"4639",1730,27
"4640",1734,27
"4641",1736,27
"4642",1749,27
"4643",1801,27
"4644",2036,27
"4645",2038,27
"4646",2233,27
"4647",2246,27
"4648",2429,27
"4649",2528,27
"4650",2565,27
"4651",2627,27
"4652",2765,27
"4653",3017,27
"4654",3103,27
"4655",3136,27
"4656",3139,27
"4657",3306,27
"4658",3385,27
"4659",3443,27
"4660",3490,27
"4661",3516,27
"4662",3635,27
"4663",3657,27
"4664",3748,27
"4665",3802,27
"4666",3847,27
"4667",3874,27
"4668",3909,27
"4669",3938,27
"4670",4003,27
"4671",4004,27
"4672",4063,27
"4673",4125,27
"4674",4144,27
"4675",4186,27
"4676",4216,27
"4677",4249,27
"4678",4278,27
"4679",4316,27
"4680",4371,27
"4681",4446,27
"4682",4572,27
"4683",4588,27
"4684",4598,27
"4685",4738,27
"4686",4767,27
"4687",4777,27
"4688",4827,27
"4689",4885,27
"4690",4924,27
"4691",5039,27
"4692",5045,27
"4693",5087,27
"4694",5151,27
"4695",5189,27
"4696",5301,27
"4697",5310,27
"4698",5427,27
"4699",5507,27
"4700",5569,27
"4701",5755,27
"4702",5756,27
"4703",5814,27
"4704",5837,27
"4705",5909,27
"4706",5926,27
"4707",5957,27
"4708",6521,27
"4709",6523,27
"4710",6524,27
"4711",6530,27
"4712",6658,27
"4713",6661,27
"4714",6793,27
"4715",6794,27
"4716",6948,27
"4717",6975,27
"4718",7199,27
"4719",7373,27
"4720",7388,27
"4721",7421,27
"4722",7536,27
"4723",7630,27
"4724",7631,27
"4725",7633,27
"4726",7677,27
"4727",7751,27
"4728",7785,27
"4729",7877,27
"4730",7881,27
"4731",7979,27
"4732",8053,27
"4733",8158,27
"4734",9135,27
"4735",9316,27
"4736",9847,27
"4737",10151,27
"4738",10565,27
"4739",10639,27
"4740",10641,27
"4741",10648,27
"4742",10652,27
"4743",10731,27
