"","V1","x","y","id"
"176",10752,17413717.8916199,-2077952.15192635,59
"177",10846,17213717.8916199,-2201952.15192635,59
"178",10847,17313717.8916199,-2201952.15192635,59
"179",10473,16413717.8916199,-1705952.15192635,60
"180",10934,16413717.8916199,-2325952.15192635,61
"181",11688,12913717.8916199,-3441952.15192635,62
"182",11687,12813717.8916199,-3441952.15192635,63
"183",6857,-7886282.1083801,2634047.84807365,64
"184",7958,9213717.8916199,1518047.84807365,65
"185",8061,9213717.8916199,1394047.84807365,66
"186",9742,13213717.8916199,-713952.15192635,67
"187",11474,-6686282.1083801,-3193952.15192635,68
"188",9732,10213717.8916199,-713952.15192635,69
"189",6011,-1586282.1083801,3378047.84807365,70
"190",6012,-1486282.1083801,3378047.84807365,71
"191",2051,-9386282.1083801,6478047.84807365,72
"192",2052,-9286282.1083801,6478047.84807365,72
"193",2199,-9386282.1083801,6354047.84807365,72
"194",2361,-9686282.1083801,6230047.84807365,73
"195",2531,-9686282.1083801,6106047.84807365,73
"196",9630,4013717.8916199,-589952.15192635,74
"197",1317,-486282.108380102,7098047.84807365,75
"198",10221,12213717.8916199,-1333952.15192635,76
"199",10994,6113717.8916199,-2449952.15192635,77
"200",6285,13313717.8916199,3254047.84807365,78
"201",6429,13313717.8916199,3130047.84807365,78
"202",6564,13313717.8916199,3006047.84807365,78
"203",6565,13413717.8916199,3006047.84807365,78
"204",10227,16413717.8916199,-1333952.15192635,79
"205",8490,15813717.8916199,898047.84807365,80
"206",8590,15713717.8916199,774047.84807365,80
"207",8591,15813717.8916199,774047.84807365,80
"208",8489,15113717.8916199,898047.84807365,81
"209",8685,15313717.8916199,650047.84807365,81
"210",8686,15413717.8916199,650047.84807365,81
"211",10474,16513717.8916199,-1705952.15192635,82
"212",8268,9213717.8916199,1146047.84807365,83
"213",8374,9313717.8916199,1022047.84807365,83
"214",10134,4613717.8916199,-1209952.15192635,84
"215",11473,14413717.8916199,-3069952.15192635,85
"216",10993,5513717.8916199,-2449952.15192635,86
"217",7369,-5986282.1083801,2138047.84807365,87
"218",7588,-5986282.1083801,1890047.84807365,87
"219",7789,-5886282.1083801,1642047.84807365,87
"220",7691,-5986282.1083801,1766047.84807365,88
"221",10657,-17586282.1083801,-2077952.15192635,89
"222",10753,17513717.8916199,-2077952.15192635,90
"223",10561,16313717.8916199,-1829952.15192635,91
"224",10654,16313717.8916199,-1953952.15192635,91
"225",9444,15013717.8916199,-341952.15192635,92
"226",10845,16413717.8916199,-2201952.15192635,93
"227",12136,12113717.8916199,-4557952.15192635,94
"228",12019,13213717.8916199,-4061952.15192635,95
"229",12164,12513717.8916199,-4681952.15192635,96
"230",12082,12213717.8916199,-4309952.15192635,97
"231",12138,12313717.8916199,-4557952.15192635,98
"232",11117,15913717.8916199,-2573952.15192635,99
"233",10723,4613717.8916199,-2077952.15192635,100
"234",10903,4413717.8916199,-2325952.15192635,101
"235",11116,15813717.8916199,-2573952.15192635,102
"236",1902,-10286282.1083801,6602047.84807365,103
"237",1901,-10386282.1083801,6602047.84807365,104
"238",1900,-10486282.1083801,6602047.84807365,105
"239",1753,-9186282.1083801,6726047.84807365,106
"240",1645,313717.891619898,6850047.84807365,107
"241",10989,4413717.8916199,-2449952.15192635,108
"242",11079,4413717.8916199,-2573952.15192635,109
"243",11171,4413717.8916199,-2697952.15192635,110
"244",9131,13013717.8916199,30047.8480736502,111
"245",10146,15113717.8916199,-1209952.15192635,112
"246",10055,14513717.8916199,-1085952.15192635,113
"247",6842,-10186282.1083801,2634047.84807365,114
"248",5992,-10386282.1083801,3378047.84807365,115
"249",6288,-10386282.1083801,3130047.84807365,116
"250",2362,-9586282.1083801,6230047.84807365,117
"251",2363,-9486282.1083801,6230047.84807365,117
"252",5988,12013717.8916199,3502047.84807365,118
"253",6864,-7086282.1083801,2634047.84807365,119
"254",11762,12913717.8916199,-3565952.15192635,120
"255",9959,15613717.8916199,-961952.15192635,121
"256",9220,12113717.8916199,-93952.1519263498,122
"257",8277,12313717.8916199,1146047.84807365,123
"258",8766,10013717.8916199,526047.84807365,124
"259",9223,12713717.8916199,-93952.1519263498,125
"260",9320,12313717.8916199,-217952.15192635,126
"261",10148,15913717.8916199,-1209952.15192635,127
"262",9760,15413717.8916199,-713952.15192635,128
"263",9961,15813717.8916199,-961952.15192635,129
"264",9552,14513717.8916199,-465952.15192635,130
"265",10545,12213717.8916199,-1829952.15192635,131
"266",2356,11513717.8916199,6354047.84807365,132
"267",361,1113717.8916199,7842047.84807365,133
"268",483,813717.891619898,7718047.84807365,134
"269",1591,-10686282.1083801,6850047.84807365,135
"270",3554,12013717.8916199,5486047.84807365,136
"271",3717,11913717.8916199,5362047.84807365,137
"272",3048,11813717.8916199,5858047.84807365,138
"273",6837,11113717.8916199,2758047.84807365,139
"274",5838,11213717.8916199,3626047.84807365,140
"275",2198,-11486282.1083801,6354047.84807365,141
"276",8,-1686282.1083801,8710047.84807365,142
"277",9,-1586282.1083801,8710047.84807365,142
"278",19,-586282.108380102,8710047.84807365,142
"279",204,-3486282.1083801,8090047.84807365,142
"280",265,-3486282.1083801,7966047.84807365,142
"281",1640,-4486282.1083801,6850047.84807365,142
"282",1,-2386282.1083801,8710047.84807365,143
"283",2,-2286282.1083801,8710047.84807365,143
"284",3,-2186282.1083801,8710047.84807365,143
"285",4,-2086282.1083801,8710047.84807365,143
"286",5,-1986282.1083801,8710047.84807365,143
"287",7,-1786282.1083801,8710047.84807365,143
"288",10,-1486282.1083801,8710047.84807365,143
"289",12,-1286282.1083801,8710047.84807365,143
"290",13,-1186282.1083801,8710047.84807365,143
"291",20,-3086282.1083801,8586047.84807365,143
"292",25,-2586282.1083801,8586047.84807365,143
"293",26,-2486282.1083801,8586047.84807365,143
"294",32,-1886282.1083801,8586047.84807365,143
"295",38,-1286282.1083801,8586047.84807365,143
"296",45,-586282.108380102,8586047.84807365,143
"297",46,-486282.108380102,8586047.84807365,143
"298",47,-386282.108380102,8586047.84807365,143
"299",60,-3886282.1083801,8462047.84807365,143
"300",70,-2686282.1083801,8462047.84807365,143
"301",71,-2586282.1083801,8462047.84807365,143
"302",72,-2486282.1083801,8462047.84807365,143
"303",75,-2186282.1083801,8462047.84807365,143
"304",76,-2086282.1083801,8462047.84807365,143
"305",79,-886282.108380102,8462047.84807365,143
"306",82,-586282.108380102,8462047.84807365,143
"307",95,-4786282.1083801,8338047.84807365,143
"308",96,-4686282.1083801,8338047.84807365,143
"309",97,-4586282.1083801,8338047.84807365,143
"310",98,-4486282.1083801,8338047.84807365,143
"311",99,-4286282.1083801,8338047.84807365,143
"312",100,-4186282.1083801,8338047.84807365,143
"313",101,-4086282.1083801,8338047.84807365,143
"314",102,-3986282.1083801,8338047.84807365,143
"315",103,-3886282.1083801,8338047.84807365,143
"316",104,-3786282.1083801,8338047.84807365,143
"317",106,-3586282.1083801,8338047.84807365,143
"318",107,-3486282.1083801,8338047.84807365,143
"319",108,-3386282.1083801,8338047.84807365,143
"320",112,-2986282.1083801,8338047.84807365,143
"321",113,-2886282.1083801,8338047.84807365,143
"322",114,-2786282.1083801,8338047.84807365,143
"323",115,-2686282.1083801,8338047.84807365,143
"324",116,-2586282.1083801,8338047.84807365,143
"325",117,-2486282.1083801,8338047.84807365,143
"326",121,-986282.108380102,8338047.84807365,143
"327",123,-786282.108380102,8338047.84807365,143
"328",124,-686282.108380102,8338047.84807365,143
"329",141,-4486282.1083801,8214047.84807365,143
"330",143,-4286282.1083801,8214047.84807365,143
"331",144,-4186282.1083801,8214047.84807365,143
"332",145,-4086282.1083801,8214047.84807365,143
"333",146,-3986282.1083801,8214047.84807365,143
"334",147,-3886282.1083801,8214047.84807365,143
"335",148,-3786282.1083801,8214047.84807365,143
"336",149,-3686282.1083801,8214047.84807365,143
"337",150,-3586282.1083801,8214047.84807365,143
"338",151,-3486282.1083801,8214047.84807365,143
"339",152,-3386282.1083801,8214047.84807365,143
"340",153,-2786282.1083801,8214047.84807365,143
"341",154,-2686282.1083801,8214047.84807365,143
"342",155,-2586282.1083801,8214047.84807365,143
"343",161,-986282.108380102,8214047.84807365,143
"344",203,-3586282.1083801,8090047.84807365,143
"345",205,-2486282.1083801,8090047.84807365,143
"346",266,-2686282.1083801,7966047.84807365,143
"347",268,-2486282.1083801,7966047.84807365,143
"348",353,-2586282.1083801,7842047.84807365,143
"349",354,-2486282.1083801,7842047.84807365,143
"350",357,-1386282.1083801,7842047.84807365,143
"351",479,-1486282.1083801,7718047.84807365,143
"352",480,-1386282.1083801,7718047.84807365,143
"353",481,-1286282.1083801,7718047.84807365,143
"354",482,-1186282.1083801,7718047.84807365,143
"355",625,-2986282.1083801,7594047.84807365,143
"356",626,-2886282.1083801,7594047.84807365,143
"357",628,-2686282.1083801,7594047.84807365,143
"358",969,-2886282.1083801,7346047.84807365,143
"359",1482,-2786282.1083801,6974047.84807365,143
"360",457,-5086282.1083801,7718047.84807365,144
"361",163,-786282.108380102,8214047.84807365,145
"362",3606,-4886282.1083801,5362047.84807365,146
"363",3436,-4986282.1083801,5486047.84807365,147
"364",3265,-4686282.1083801,5610047.84807365,148
"365",2929,-4486282.1083801,5858047.84807365,149
"366",3437,-4886282.1083801,5486047.84807365,150
"367",3440,-4186282.1083801,5486047.84807365,151
"368",3267,-4486282.1083801,5610047.84807365,152
"369",2760,-4186282.1083801,5982047.84807365,153
"370",2931,-4286282.1083801,5858047.84807365,153
"371",3102,-4186282.1083801,5734047.84807365,153
"372",3270,-4186282.1083801,5610047.84807365,153
"373",2930,-4386282.1083801,5858047.84807365,154
"374",3098,-4586282.1083801,5734047.84807365,154
"375",3101,-4286282.1083801,5734047.84807365,155
"376",3266,-4586282.1083801,5610047.84807365,155
"377",3268,-4386282.1083801,5610047.84807365,155
"378",3269,-4286282.1083801,5610047.84807365,155
"379",3099,-4486282.1083801,5734047.84807365,156
"380",3100,-4386282.1083801,5734047.84807365,156
"381",3438,-4786282.1083801,5486047.84807365,157
"382",9134,-9086282.1083801,-93952.1519263498,158
"383",6428,11613717.8916199,3130047.84807365,159
"384",1590,-10786282.1083801,6850047.84807365,160
"385",12256,13213717.8916199,-5549952.15192635,161
"386",7367,-7486282.1083801,2138047.84807365,162
"387",6700,-15286282.1083801,2758047.84807365,163
"388",6840,-15286282.1083801,2634047.84807365,163
"389",6841,-15186282.1083801,2634047.84807365,163
"390",6980,-15086282.1083801,2510047.84807365,163
"391",6981,-14986282.1083801,2510047.84807365,163
"392",7102,-15086282.1083801,2386047.84807365,163
"393",7103,-14986282.1083801,2386047.84807365,163
"394",9133,-9186282.1083801,-93952.1519263498,164
"395",6858,-7786282.1083801,2634047.84807365,165
"396",8589,12613717.8916199,774047.84807365,166
"397",8482,12113717.8916199,898047.84807365,167
"398",8070,11813717.8916199,1394047.84807365,168
"399",7873,10813717.8916199,1642047.84807365,169
"400",10842,14013717.8916199,-2201952.15192635,170
"401",7961,9913717.8916199,1518047.84807365,171
"402",9301,10013717.8916199,-217952.15192635,172
"403",5231,11513717.8916199,4122047.84807365,173
"404",11211,15913717.8916199,-2697952.15192635,174
"405",9761,15513717.8916199,-713952.15192635,175
"406",7957,9113717.8916199,1518047.84807365,176
"407",10992,4713717.8916199,-2449952.15192635,177
"408",7990,-6386282.1083801,1394047.84807365,178
"409",7244,-7386282.1083801,2262047.84807365,179
"410",6499,4013717.8916199,3006047.84807365,180
"411",6634,4113717.8916199,2882047.84807365,180
"412",6776,4213717.8916199,2758047.84807365,180
"413",6635,4213717.8916199,2882047.84807365,181
"414",6358,4013717.8916199,3130047.84807365,182
"415",6359,4113717.8916199,3130047.84807365,182
"416",6500,4113717.8916199,3006047.84807365,182
"417",6501,4213717.8916199,3006047.84807365,182
"418",5157,3513717.8916199,4122047.84807365,183
"419",5306,3613717.8916199,3998047.84807365,184
"420",5610,3713717.8916199,3750047.84807365,185
"421",5763,3713717.8916199,3626047.84807365,186
"422",5915,3813717.8916199,3502047.84807365,186
"423",5916,3913717.8916199,3502047.84807365,186
"424",5456,3613717.8916199,3874047.84807365,187
"425",5914,3713717.8916199,3502047.84807365,188
"426",7060,4713717.8916199,2510047.84807365,189
"427",7063,5013717.8916199,2510047.84807365,190
"428",6927,4713717.8916199,2634047.84807365,191
"429",7064,5113717.8916199,2510047.84807365,192
"430",7061,4813717.8916199,2510047.84807365,193
"431",7062,4913717.8916199,2510047.84807365,194
"432",6928,4813717.8916199,2634047.84807365,195
"433",6929,4913717.8916199,2634047.84807365,195
"434",6925,4513717.8916199,2634047.84807365,196
"435",6926,4613717.8916199,2634047.84807365,196
"436",6779,4513717.8916199,2758047.84807365,197
"437",6780,4613717.8916199,2758047.84807365,198
"438",5458,3813717.8916199,3874047.84807365,199
"439",5611,3813717.8916199,3750047.84807365,199
"440",5612,3913717.8916199,3750047.84807365,199
"441",5613,4013717.8916199,3750047.84807365,199
"442",5765,3913717.8916199,3626047.84807365,199
"443",5766,4013717.8916199,3626047.84807365,199
"444",5307,3713717.8916199,3998047.84807365,200
"445",5457,3713717.8916199,3874047.84807365,200
"446",5764,3813717.8916199,3626047.84807365,201
"447",6775,4113717.8916199,2758047.84807365,202
"448",5609,3613717.8916199,3750047.84807365,203
"449",6930,5013717.8916199,2634047.84807365,204
"450",6931,5113717.8916199,2634047.84807365,204
"451",6932,5213717.8916199,2634047.84807365,205
"452",7065,5213717.8916199,2510047.84807365,206
"453",6781,4713717.8916199,2758047.84807365,207
"454",6782,4813717.8916199,2758047.84807365,208
"455",12296,-4886282.1083801,-6417952.15192635,209
"456",12298,-4686282.1083801,-6417952.15192635,210
"457",4557,2213717.8916199,4618047.84807365,211
"458",2098,-486282.108380102,6478047.84807365,212
"459",1655,1413717.8916199,6850047.84807365,213
"460",1755,-8986282.1083801,6726047.84807365,214
"461",6979,10813717.8916199,2634047.84807365,215
"462",6836,11013717.8916199,2758047.84807365,216
"463",2525,10413717.8916199,6230047.84807365,217
"464",7313,4613717.8916199,2262047.84807365,218
"465",7430,4613717.8916199,2138047.84807365,219
"466",7431,4713717.8916199,2138047.84807365,219
"467",7312,4513717.8916199,2262047.84807365,220
"468",7183,4513717.8916199,2386047.84807365,221
"469",6924,4413717.8916199,2634047.84807365,222
"470",7056,4313717.8916199,2510047.84807365,223
"471",7057,4413717.8916199,2510047.84807365,223
"472",6923,4313717.8916199,2634047.84807365,224
"473",7185,4713717.8916199,2386047.84807365,225
"474",7314,4713717.8916199,2262047.84807365,225
"475",7315,4813717.8916199,2262047.84807365,226
"476",7186,4813717.8916199,2386047.84807365,227
"477",7187,4913717.8916199,2386047.84807365,227
"478",7188,5013717.8916199,2386047.84807365,228
"479",7189,5113717.8916199,2386047.84807365,229
"480",6366,4813717.8916199,3130047.84807365,230
"481",7059,4613717.8916199,2510047.84807365,231
"482",7184,4613717.8916199,2386047.84807365,232
"483",7058,4513717.8916199,2510047.84807365,233
"484",7311,4413717.8916199,2262047.84807365,234
"485",7182,4413717.8916199,2386047.84807365,235
"486",6922,4213717.8916199,2634047.84807365,236
"487",7123,-6686282.1083801,2386047.84807365,237
"488",7368,-6986282.1083801,2138047.84807365,237
"489",6855,-8086282.1083801,2634047.84807365,238
"490",7119,-7086282.1083801,2386047.84807365,239
"491",7120,-6986282.1083801,2386047.84807365,239
"492",7246,-7086282.1083801,2262047.84807365,239
"493",7245,-7186282.1083801,2262047.84807365,240
"494",7250,-6686282.1083801,2262047.84807365,240
"495",9445,15113717.8916199,-341952.15192635,241
"496",10658,-17486282.1083801,-2077952.15192635,242
"497",10754,-17386282.1083801,-2201952.15192635,242
"498",8488,13413717.8916199,898047.84807365,243
"499",9947,13113717.8916199,-961952.15192635,244
"500",8484,12313717.8916199,898047.84807365,245
"501",8385,12613717.8916199,1022047.84807365,246
"502",8274,11813717.8916199,1146047.84807365,247
"503",5305,3513717.8916199,3998047.84807365,248
"504",10816,4513717.8916199,-2201952.15192635,249
"505",11348,4313717.8916199,-2945952.15192635,250
"506",11432,4213717.8916199,-3069952.15192635,251
"507",11169,4213717.8916199,-2697952.15192635,252
"508",11433,4313717.8916199,-3069952.15192635,253
"509",11262,4313717.8916199,-2821952.15192635,254
"510",11078,4313717.8916199,-2573952.15192635,255
"511",11347,4213717.8916199,-2945952.15192635,256
"512",11260,4113717.8916199,-2821952.15192635,257
"513",11431,4113717.8916199,-3069952.15192635,258
"514",11346,4113717.8916199,-2945952.15192635,259
"515",11261,4213717.8916199,-2821952.15192635,260
"516",10059,14913717.8916199,-1085952.15192635,261
"517",10308,15213717.8916199,-1457952.15192635,262
"518",10145,15013717.8916199,-1209952.15192635,263
"519",10061,15213717.8916199,-1085952.15192635,264
"520",9642,13513717.8916199,-589952.15192635,265
"521",9948,13713717.8916199,-961952.15192635,266
"522",9846,13413717.8916199,-837952.15192635,267
"523",9537,12913717.8916199,-465952.15192635,268
"524",9430,12813717.8916199,-341952.15192635,269
"525",9539,13113717.8916199,-465952.15192635,270
"526",9538,13013717.8916199,-465952.15192635,271
"527",9536,12813717.8916199,-465952.15192635,272
"528",9745,13813717.8916199,-713952.15192635,273
"529",10226,16013717.8916199,-1333952.15192635,274
"530",9858,15613717.8916199,-837952.15192635,275
"531",9962,15913717.8916199,-961952.15192635,276
"532",10063,16013717.8916199,-1085952.15192635,277
"533",9533,12313717.8916199,-465952.15192635,278
"534",8945,12813717.8916199,278047.84807365,279
"535",9130,12913717.8916199,30047.8480736502,280
"536",9039,12913717.8916199,154047.84807365,281
"537",9224,12813717.8916199,-93952.1519263498,282
"538",9740,12213717.8916199,-713952.15192635,283
"539",9741,12313717.8916199,-713952.15192635,283
"540",9641,12313717.8916199,-589952.15192635,284
"541",9755,14813717.8916199,-713952.15192635,285
"542",9446,15213717.8916199,-341952.15192635,286
"543",9554,15313717.8916199,-465952.15192635,287
"544",9655,15313717.8916199,-589952.15192635,288
"545",9553,15213717.8916199,-465952.15192635,289
"546",9759,15213717.8916199,-713952.15192635,290
"547",9334,14713717.8916199,-217952.15192635,291
"548",9653,15113717.8916199,-589952.15192635,292
"549",9758,15113717.8916199,-713952.15192635,293
"550",9756,14913717.8916199,-713952.15192635,294
"551",9654,15213717.8916199,-589952.15192635,295
"552",9757,15013717.8916199,-713952.15192635,296
"553",4282,5013717.8916199,4866047.84807365,297
"554",4578,4613717.8916199,4618047.84807365,298
"555",4437,5213717.8916199,4742047.84807365,299
"556",4436,5113717.8916199,4742047.84807365,300
"557",4435,5013717.8916199,4742047.84807365,301
"558",4584,5213717.8916199,4618047.84807365,302
"559",4583,5113717.8916199,4618047.84807365,303
"560",418,8813717.8916199,7842047.84807365,304
"561",2357,-12286282.1083801,6230047.84807365,305
"562",2358,-12186282.1083801,6230047.84807365,305
"563",2359,-12086282.1083801,6230047.84807365,305
"564",2360,-11986282.1083801,6230047.84807365,305
"565",134,4213717.8916199,8338047.84807365,306
"566",234,5513717.8916199,8090047.84807365,307
"567",369,3013717.8916199,7842047.84807365,308
"568",179,5713717.8916199,8214047.84807365,309
"569",182,6013717.8916199,8214047.84807365,309
"570",239,6413717.8916199,8090047.84807365,310
"571",2196,-11686282.1083801,6354047.84807365,311
"572",2197,-11586282.1083801,6354047.84807365,311
"573",965,-3786282.1083801,7346047.84807365,312
"574",11985,-5086282.1083801,-4061952.15192635,313
"575",11854,-5586282.1083801,-3813952.15192635,314
"576",11923,-5286282.1083801,-3937952.15192635,315
"577",8687,16313717.8916199,650047.84807365,316
