"To" "From" "traitQ" "phyloQ" "taxQ"
1 2 0.622222222222222 0.622222222222222 0.622222222222222
1 3 0.622222222222222 0.622222222222222 0.622222222222222
1 4 0.622222222222222 0.622222222222222 0.622222222222222
1 5 0.622222222222222 0.622222222222222 0.622222222222222
1 6 1 0.622222222222222 0.622222222222222
1 7 0.622222222222222 0.622222222222222 0.622222222222222
1 10 0.622222222222222 0.622222222222222 0.622222222222222
1 11 0.822222222222222 0.622222222222222 0.622222222222222
1 12 0.622222222222222 0.622222222222222 0.622222222222222
2 3 0.622222222222222 0.622222222222222 0.622222222222222
2 4 0.622222222222222 0.622222222222222 0.622222222222222
2 5 0.622222222222222 0.622222222222222 0.622222222222222
2 6 1 0.622222222222222 0.622222222222222
2 7 0.622222222222222 0.622222222222222 0.622222222222222
2 10 0.622222222222222 0.622222222222222 0.622222222222222
2 11 0.822222222222222 0.622222222222222 0.622222222222222
2 12 0.622222222222222 0.622222222222222 0.622222222222222
3 4 0.622222222222222 0.622222222222222 0.622222222222222
3 5 0.622222222222222 0.622222222222222 0.622222222222222
3 6 1 0.622222222222222 0.622222222222222
3 7 0.622222222222222 0.622222222222222 0.622222222222222
3 10 0.622222222222222 0.622222222222222 0.622222222222222
3 11 0.822222222222222 0.622222222222222 0.622222222222222
3 12 0.622222222222222 0.622222222222222 0.622222222222222
4 5 0.622222222222222 0.622222222222222 0.622222222222222
4 6 1 0.622222222222222 0.622222222222222
4 7 0.622222222222222 0.622222222222222 0.622222222222222
4 10 0.622222222222222 0.622222222222222 0.622222222222222
4 11 0.822222222222222 0.622222222222222 0.622222222222222
4 12 0.622222222222222 0.622222222222222 0.622222222222222
5 6 1 0.622222222222222 0.622222222222222
5 7 0.622222222222222 0.622222222222222 0.622222222222222
5 10 0.622222222222222 0.622222222222222 0.622222222222222
5 11 0.822222222222222 0.622222222222222 0.622222222222222
5 12 0.622222222222222 0.622222222222222 0.622222222222222
6 7 1 0.622222222222222 0.622222222222222
6 10 1 0.622222222222222 0.622222222222222
6 11 0.644444444444444 0.622222222222222 0.622222222222222
6 12 1 0.622222222222222 0.622222222222222
7 10 0.622222222222222 0.622222222222222 0.622222222222222
7 11 0.822222222222222 0.622222222222222 0.622222222222222
7 12 0.622222222222222 0.622222222222222 0.622222222222222
10 11 0.822222222222222 0.622222222222222 0.622222222222222
10 12 0.622222222222222 0.622222222222222 0.622222222222222
11 12 0.822222222222222 0.622222222222222 0.622222222222222
