"From.id","From.OriginalRow","From.x","From.y","To.id","To.OriginalRow","To.x","To.y","BetaSim","Sorenson","MNTD"
"223",7057,4413717.8916199,2510047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.54039256406082
"224",6923,4313717.8916199,2634047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.71182503787889
"225",7185,4713717.8916199,2386047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.20808306754055
"225",7314,4713717.8916199,2262047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.20808306754055
"226",7315,4813717.8916199,2262047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.29362602088692
"227",7186,4813717.8916199,2386047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.43912037916451
"227",7187,4913717.8916199,2386047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.43912037916451
"228",7188,5013717.8916199,2386047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.51153028621335
"229",7189,5113717.8916199,2386047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.49604326280596
"230",6366,4813717.8916199,3130047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.71052368793542
"231",7059,4613717.8916199,2510047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.29859318284118
"232",7184,4613717.8916199,2386047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.4213666296769
"233",7058,4513717.8916199,2510047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.6183640480837
"234",7311,4413717.8916199,2262047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.48148944800359
"235",7182,4413717.8916199,2386047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.46074725000421
"236",6922,4213717.8916199,2634047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.86550518300539
"237",7123,-6686282.1083801,2386047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.0658320900837625,1,5.33636132881587
"237",7368,-6986282.1083801,2138047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.0658320900837625,1,5.33636132881587
"238",6855,-8086282.1083801,2634047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.0658320900837625,1,4.07432016649018
"239",7119,-7086282.1083801,2386047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.0658320900837625,1,5.61992311807922
"239",7120,-6986282.1083801,2386047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.0658320900837625,1,5.61992311807922
"239",7246,-7086282.1083801,2262047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.0658320900837625,1,5.61992311807922
"24",2932,-4186282.1083801,5858047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.20910496611219
"240",7245,-7186282.1083801,2262047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.0658320900837625,1,5.61992311807922
"240",7250,-6686282.1083801,2262047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.0658320900837625,1,5.61992311807922
"243",8488,13413717.8916199,898047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.30957190755102,1,4.19988560255184
"25",3439,-4286282.1083801,5486047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.6404429296903
"27",9632,5613717.8916199,-589952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.348472995896648,1,4.65682283437258
"28",8684,12013717.8916199,650047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.348472995896648,1,5.12247404048653
"31",8378,10413717.8916199,1022047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.348472995896648,1,4.79378668393609
"32",10297,4313717.8916199,-1457952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.348472995896648,1,4.5071983700815
"32",10298,4413717.8916199,-1457952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.348472995896648,1,4.5071983700815
"33",8586,12213717.8916199,774047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.348472995896648,1,5.37341488955818
"34",7861,9113717.8916199,1642047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.348472995896648,1,4.35922181620347
"38",10147,15813717.8916199,-1209952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.348472995896648,1,6.30460154902731
"40",8476,9313717.8916199,898047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,4.41347629519908
"42",7950,5313717.8916199,1518047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.20328968356762
"46",7480,-5986282.1083801,2014047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.0915933264828218,1,5.29150262212918
"48",12059,12913717.8916199,-4185952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0,0.333333333333333,1.69967317119759
"48",12060,13013717.8916199,-4185952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0,0.333333333333333,1.69967317119759
"48",12093,13313717.8916199,-4309952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0,0.333333333333333,1.69967317119759
"49",12165,12613717.8916199,-4681952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0,0.5,2.66296499274824
"52",12053,12313717.8916199,-4185952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0,0.333333333333333,1.76383420737639
"53",12088,12813717.8916199,-4309952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0,0.5,2.37342059085637
"54",10062,15713717.8916199,-1085952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,4.0697677572443
"55",5275,-1586282.1083801,3998047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,4.51976268213088
"58",10656,17513717.8916199,-1953952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.348472995896648,1,4.9943083637933
"58",10751,17313717.8916199,-2077952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.348472995896648,1,4.9943083637933
"59",10752,17413717.8916199,-2077952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.348472995896648,1,5.15787177335558
"59",10846,17213717.8916199,-2201952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.348472995896648,1,5.15787177335558
"59",10847,17313717.8916199,-2201952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.348472995896648,1,5.15787177335558
"60",10473,16413717.8916199,-1705952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.348472995896648,1,4.89120040758216
"61",10934,16413717.8916199,-2325952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.348472995896648,1,5.61220305182308
"62",11688,12913717.8916199,-3441952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0,0.714285714285714,4.62364998643248
"63",11687,12813717.8916199,-3441952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0,0.714285714285714,4.62364998643248
"65",7958,9213717.8916199,1518047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.29150262212918
"66",8061,9213717.8916199,1394047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.29150262212918
"68",11474,-6686282.1083801,-3193952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,4.38733120558136
"70",6011,-1586282.1083801,3378047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.0658320900837625,1,3.41103792681011
"71",6012,-1486282.1083801,3378047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.0658320900837625,1,3.21354297180489
"72",2051,-9386282.1083801,6478047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.26130921809748
"72",2052,-9286282.1083801,6478047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.26130921809748
"72",2199,-9386282.1083801,6354047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.26130921809748
"73",2361,-9686282.1083801,6230047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,4.68921447510543
"73",2531,-9686282.1083801,6106047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,4.68921447510543
"76",10221,12213717.8916199,-1333952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.348472995896648,1,4.69813876111382
"85",11473,14413717.8916199,-3069952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.174162114497638,1,3.68414298147388
"86",10993,5513717.8916199,-2449952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.174162114497638,1,4.63928033063229
"88",7691,-5986282.1083801,1766047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.0658320900837625,1,4.48578477887667
"9",11877,10613717.8916199,-3813952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0,0.333333333333333,1.76383420737639
"9",11878,10713717.8916199,-3813952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0,0.333333333333333,1.76383420737639
"9",11998,10213717.8916199,-4061952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0,0.333333333333333,1.76383420737639
"9",12045,10213717.8916199,-4185952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0,0.333333333333333,1.76383420737639
"90",10753,17513717.8916199,-2077952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.348472995896648,1,5.15787177335558
"91",10561,16313717.8916199,-1829952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.0749546050386395,1,4.37212516948714
"91",10654,16313717.8916199,-1953952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.0749546050386395,1,4.37212516948714
"92",9444,15013717.8916199,-341952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.253142829516624,1,5.48612328717743
"93",10845,16413717.8916199,-2201952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.253142829516624,1,3.94662746018204
"94",12136,12113717.8916199,-4557952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0,0.333333333333333,1.69967317119759
"95",12019,13213717.8916199,-4061952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0,0.5,2.21410616985472
"96",12164,12513717.8916199,-4681952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0,0.6,2.61147028749452
"97",12082,12213717.8916199,-4309952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0,0.5,2.45942949013607
"98",12138,12313717.8916199,-4557952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0,0.714285714285714,2.88329225624107
"99",11117,15913717.8916199,-2573952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.253142829516624,1,4.07042239314119
