"From.id","From.OriginalRow","From.x","From.y","To.id","To.OriginalRow","To.x","To.y","BetaSim","Sorenson","MNTD"
"143",72,-2486282.1083801,8462047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",75,-2186282.1083801,8462047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",76,-2086282.1083801,8462047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",79,-886282.108380102,8462047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",82,-586282.108380102,8462047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",95,-4786282.1083801,8338047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",96,-4686282.1083801,8338047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",97,-4586282.1083801,8338047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",98,-4486282.1083801,8338047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",99,-4286282.1083801,8338047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",100,-4186282.1083801,8338047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",101,-4086282.1083801,8338047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",102,-3986282.1083801,8338047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",103,-3886282.1083801,8338047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",104,-3786282.1083801,8338047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",106,-3586282.1083801,8338047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",107,-3486282.1083801,8338047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",108,-3386282.1083801,8338047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",112,-2986282.1083801,8338047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",113,-2886282.1083801,8338047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",114,-2786282.1083801,8338047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",115,-2686282.1083801,8338047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",116,-2586282.1083801,8338047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",117,-2486282.1083801,8338047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",121,-986282.108380102,8338047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",123,-786282.108380102,8338047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",124,-686282.108380102,8338047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",141,-4486282.1083801,8214047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",143,-4286282.1083801,8214047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",144,-4186282.1083801,8214047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",145,-4086282.1083801,8214047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",146,-3986282.1083801,8214047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",147,-3886282.1083801,8214047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",148,-3786282.1083801,8214047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",149,-3686282.1083801,8214047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",150,-3586282.1083801,8214047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",151,-3486282.1083801,8214047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",152,-3386282.1083801,8214047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",153,-2786282.1083801,8214047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",154,-2686282.1083801,8214047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",155,-2586282.1083801,8214047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",161,-986282.108380102,8214047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",203,-3586282.1083801,8090047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",205,-2486282.1083801,8090047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",266,-2686282.1083801,7966047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",268,-2486282.1083801,7966047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",353,-2586282.1083801,7842047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",354,-2486282.1083801,7842047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",357,-1386282.1083801,7842047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",479,-1486282.1083801,7718047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",480,-1386282.1083801,7718047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",481,-1286282.1083801,7718047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",482,-1186282.1083801,7718047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",625,-2986282.1083801,7594047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",626,-2886282.1083801,7594047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",628,-2686282.1083801,7594047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",969,-2886282.1083801,7346047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"143",1482,-2786282.1083801,6974047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.55551847065098
"144",457,-5086282.1083801,7718047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.51156019253632
"145",163,-786282.108380102,8214047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.87738195039819
"146",3606,-4886282.1083801,5362047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.56989686374635
"147",3436,-4986282.1083801,5486047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.62329902750895
"148",3265,-4686282.1083801,5610047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.65883958182924
"149",2929,-4486282.1083801,5858047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.72297155750607
"15",3097,-4786282.1083801,5734047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.36480337268271
"150",3437,-4886282.1083801,5486047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.77749779803073
"151",3440,-4186282.1083801,5486047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.87381197562897
"152",3267,-4486282.1083801,5610047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.01527656302253
"153",2760,-4186282.1083801,5982047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.99388886792264
"153",2931,-4286282.1083801,5858047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.99388886792264
"153",3102,-4186282.1083801,5734047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.99388886792264
"153",3270,-4186282.1083801,5610047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.99388886792264
"154",2930,-4386282.1083801,5858047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,3.91455848603386
"154",3098,-4586282.1083801,5734047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,3.91455848603386
"155",3101,-4286282.1083801,5734047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.11474820091062
"155",3266,-4586282.1083801,5610047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.11474820091062
"155",3268,-4386282.1083801,5610047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.11474820091062
"155",3269,-4286282.1083801,5610047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.11474820091062
"156",3099,-4486282.1083801,5734047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,3.98630966062886
"156",3100,-4386282.1083801,5734047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,3.98630966062886
"157",3438,-4786282.1083801,5486047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.92851201718345
"162",7367,-7486282.1083801,2138047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.0658320900837625,1,4.52279616314035
"164",9133,-9186282.1083801,-93952.1519263498,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.09901951359278
"166",8589,12613717.8916199,774047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.07409598904826
"167",8482,12113717.8916199,898047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.28280805686327
"168",8070,11813717.8916199,1394047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,4.6528451336896
"169",7873,10813717.8916199,1642047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,4.33304697246556
"17",11943,10613717.8916199,-3937952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0,0.5,2.79591484703213
"17",12001,10513717.8916199,-4061952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0,0.5,2.79591484703213
"170",10842,14013717.8916199,-2201952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0,0.909090909090909,3.67144197626629
"171",7961,9913717.8916199,1518047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,4.59785448684565
"172",9301,10013717.8916199,-217952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.547062843223128,1,5.01568056467146
"174",11211,15913717.8916199,-2697952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.253142829516624,1,4.43022008572635
"175",9761,15513717.8916199,-713952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,4.11589577193817
"176",7957,9113717.8916199,1518047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,4.7102278679032
"177",10992,4713717.8916199,-2449952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,3.9590533419945
"178",7990,-6386282.1083801,1394047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.295553858289179,1,4.88626582545891
"179",7244,-7386282.1083801,2262047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.43493958854637
"180",6499,4013717.8916199,3006047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.59450007296152
"180",6634,4113717.8916199,2882047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.59450007296152
"180",6776,4213717.8916199,2758047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.59450007296152
"181",6635,4213717.8916199,2882047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.4882558919407
"182",6358,4013717.8916199,3130047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.66310973405294
"182",6359,4113717.8916199,3130047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.66310973405294
"182",6500,4113717.8916199,3006047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.66310973405294
"182",6501,4213717.8916199,3006047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.66310973405294
"183",5157,3513717.8916199,4122047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.0658320900837625,1,3.65827358343669
"184",5306,3613717.8916199,3998047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.0658320900837625,1,3.94413803326231
"185",5610,3713717.8916199,3750047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.40706963911463
"186",5763,3713717.8916199,3626047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.5977161859038
"186",5915,3813717.8916199,3502047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.5977161859038
"186",5916,3913717.8916199,3502047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.5977161859038
"187",5456,3613717.8916199,3874047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.348472995896648,1,4.54005493521028
"188",5914,3713717.8916199,3502047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.77284219701889
"189",7060,4713717.8916199,2510047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.89132138732587
"190",7063,5013717.8916199,2510047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.01477824229173
"191",6927,4713717.8916199,2634047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.37659154469934
"192",7064,5113717.8916199,2510047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.43627128208924
"193",7061,4813717.8916199,2510047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.16544662947927
"194",7062,4913717.8916199,2510047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.26458987628328
"195",6928,4813717.8916199,2634047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.45613787282604
"195",6929,4913717.8916199,2634047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.45613787282604
"196",6925,4513717.8916199,2634047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.67821904121154
"196",6926,4613717.8916199,2634047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.67821904121154
"197",6779,4513717.8916199,2758047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.77093041822114
"198",6780,4613717.8916199,2758047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.69710881116072
"199",5458,3813717.8916199,3874047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.47043527354633
"199",5611,3813717.8916199,3750047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.47043527354633
"199",5612,3913717.8916199,3750047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.47043527354633
"199",5613,4013717.8916199,3750047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.47043527354633
"199",5765,3913717.8916199,3626047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.47043527354633
"199",5766,4013717.8916199,3626047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.47043527354633
"200",5307,3713717.8916199,3998047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.348472995896648,1,4.37256822317486
"200",5457,3713717.8916199,3874047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.348472995896648,1,4.37256822317486
"201",5764,3813717.8916199,3626047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.6478849827695
"202",6775,4113717.8916199,2758047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.76223574813599
"203",5609,3613717.8916199,3750047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.86556926029499
"204",6930,5013717.8916199,2634047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.42355437850751
"204",6931,5113717.8916199,2634047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.42355437850751
"205",6932,5213717.8916199,2634047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.49255431765157
"206",7065,5213717.8916199,2510047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.59529707899212
"207",6781,4713717.8916199,2758047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.68485085631069
"208",6782,4813717.8916199,2758047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.69719657008982
"209",12296,-4886282.1083801,-6417952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.04379382004772
"210",12298,-4686282.1083801,-6417952.15192635,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.94718220540645
"211",4557,2213717.8916199,4618047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.0658320900837625,1,3.466553507557
"212",2098,-486282.108380102,6478047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.498929087321425,1,5.60002450067407
"213",1655,1413717.8916199,6850047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,4.77470128319025
"214",1755,-8986282.1083801,6726047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.456114111989385,1,5.35089992411685
"215",6979,10813717.8916199,2634047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.0043868604748
"216",6836,11013717.8916199,2758047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,3.92764083920762
"217",2525,10413717.8916199,6230047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.38599175414174
"218",7313,4613717.8916199,2262047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.13041904673017
"219",7430,4613717.8916199,2138047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.27846862345821
"219",7431,4713717.8916199,2138047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.27846862345821
"220",7312,4513717.8916199,2262047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.35649846532505
"221",7183,4513717.8916199,2386047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.07418470332963
"222",6924,4413717.8916199,2634047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.75680514851239
"223",7056,4313717.8916199,2510047.84807365,"8",12052,12213717.8916199,-4185952.15192635,0.206148153750354,1,5.54039256406082
