"IUCN.binomial" "AllGeogRange" "Body.mass.g" "LitSz" "AdultHeadBodyLen.mm" "GestLen.d" "LitPerYear" "SocGrpSz" "WeanAge.d" "SMA.d" "NeonateBodyMass.g" "MaxLifepsan.m" "PopDen.n.km2" "brain.mass.g" "IBI.d"
"Akodon_boliviensis" 383922 27.5 4.86 101.729712012658 22.4938398962469 3.14349839123051 1.21612218655291 23.4777357053474 54.5177971147437 2.03121722134942 33.2405192905017 1020.36916558782 0.699665314291491 28.7385682825956
"Akodon_budini" 40200 26.9 2.34908152845996 100.549625091141 30.8671148951726 1.78449632248033 1 67.3128271680482 291.740599135876 0.7094882231963 42.3423322053442 128.235187034524 0.708530978695734 165.537160451856
"Akodon_cursor" 1875654 39.84 3 111.404809882675 23.1 6 1 14.1 42 2.81111017298005 35.5459655430231 442.88 0.705575077315932 30
"Akodon_dayi" 232661 32.49 2.2603562075919 103.075661845281 32.8515869120393 1.89854195246642 1.00695555005672 59.0515089925349 244.188171233915 1.85694017166621 46.9424818364903 110.163091191566 0.80668976562953 147.283054027944
"Akodon_dolores" 124743 50.49 3.89 110.082940276503 26.6514712400378 2.26861577452232 1.02101212570719 24.5390621462177 90.1803646087544 2.94 33.3109591687332 869.978442135515 0.876483251833837 46.3727562557281
"Akodon_fumeus" 187650 22.69 5.80211458178342 101.962916918831 26.8183315482359 1.00406288229992 1.05095380021255 75.3921878848685 363.490490556336 0.116583438891385 40.0389783918498 351.830667781606 0.691303641702784 358.957159243982
"Akodon_iniscatus" 694480.999999999 28.7 3.17317976786423 92.2279205841873 29.9219337848456 1.88145654291004 1.02811382665607 37.142276389749 143.877304739018 2.11849229927725 41.0250401887616 332.94667856158 0.709571151418446 133.557841635114
"Akodon_juninensis" 137691 38.99 2.76586096253124 112.802939476327 31.517633775576 1.80239136997555 1 63.5027456895726 266.056431485756 1.52949505816805 53.1238436708752 97.2105354357747 0.873476682680488 165.862230227139
"Akodon_kofordi" 18035 29.49 2.42518249626485 97.8359255783006 32.305361043567 1.79480728495141 1.03757763012578 67.5432079210083 314.931025275111 0.758525466255257 41.3731719914263 166.229087022139 0.650564575540288 171.91458571235
"Akodon_latebricola" 36322 38.99 2.82195604685824 112.607142483079 31.6915708530095 1.80773657584019 1.02329299228075 60.5761751163355 283.064112424207 1.98315271680798 52.4315499396752 122.628938563415 0.92648620184423 169.111544113061
"Akodon_leucolimnaeus" 51266.5584038424 25.5 6.47472277467584 101.31527690437 28.8957815417073 1 1.07177346253629 92.2536514333596 343.924965011523 0.0282859854324375 35.7594352617013 500.866690994118 0.772182813945686 365.000000000001
"Akodon_lindberghi" 9406.99999999999 26.4 2.42121957859368 98.0530845890236 31.4496878384544 1.77728934106361 1 67.4171525978224 276.548518300545 0.731823114516776 43.3765625960246 159.329782656492 0.631971074922683 166.843718268198
"Akodon_lutescens" 340541 20.69 3.70652788586997 97 26.1064251489622 2.28387154460948 1.0479347392703 24.803911167809 95.8813882639363 1.93397532305928 35.972985931328 702.273407738856 0.6193836985777 40.3546285985673
"Akodon_mimus" 60320 23.99 2.75155782477616 93.0244609856611 31.7903614063245 1.68034291185703 1.18420854921318 36.7417563910481 216.116243922086 2.10113441516901 43.1824842585142 825.470552601142 0.614612561285572 177.218212762322
"Akodon_molinae" 338064 32.99 3.77 106.839919057532 23 2.48628059985453 1.19035930616033 26 28.07 2.94 30.0841938523118 945.827115249304 0.740211908445296 30
"Akodon_mollis" 298744 30.39 2.68986849331716 105.673974739616 29.9434211238112 1.92736727645166 1 56.3141786712906 194.12937029962 1.19320670047645 46.7997036340575 125.38948518293 0.720527409974804 146.238957293038
"Akodon_montensis" 794562 34.65 1.03020680654955 75 111.686187087293 1.00406288229992 134.647256635069 57.844463559617 417.534177203524 5.51678586837213 159.716317834071 222.192060879192 0.613124706527789 309.712450652294
"Akodon_neocenus" 165872 42.39 2.35608056331884 115.122531170088 37.15277159375 1.94502431486816 1.02221541327848 30.0757613588443 189.028454837954 4.37460499342174 43.4725107260792 1303.48785159812 1.02186640331604 95.3258253044019
"Akodon_oenos" 8321 66.0009142022973 2.57200571773942 122.254012968181 31.6172944940363 2.18580866238538 1.01515445564692 26.4831488438309 151.378520348823 4.59258340286452 36.2757895663115 1543.17905415587 1.19184510047148 88.501008679818
"Akodon_orophilus" 132017 38.99 2.06942859356466 117.486695924926 38.1752943224181 1.88513086475102 1 56.8531719200142 244.044809393368 4.73509416321788 56.7674417312 189.578657305078 1.1003198458777 161.970982048366
"Akodon_paranaensis" 322517 57.1806029630455 3.21522122576158 113.631398944924 27.1216083962179 2.31667642833171 1.00695555005672 23.8025952475069 116.946490501621 3.54024878592771 35.1800957520949 1142.26047609654 1.00433384247789 44.7910388070523
"Akodon_pervalens" 21570 87.9923554482873 2.6739577206211 137.229717702585 35.4751027593476 1.39470345000521 1.12639967980898 32.3755567806154 176.418299761424 4.68063655243389 45.017463136194 1387.2454476302 1.25693354072094 198.091084049848
"Akodon_philipmyersi" 5412 23 1.86290807124704 79.0511483710165 41.3282073075721 1.86032771865279 1.10697127126321 59.9347433514888 232.586217000383 1.56838972165769 35.8136475701693 227.013852262911 0.558195640255163 146.638904655558
"Akodon_reigi" 63433 80.5821665261179 2.90956235561776 132.328192767129 33.0316162354281 1.35074455620786 1.1326459785536 30.1705087329604 176.519152513055 4.04321595999738 46.8705042181264 1374.8017607798 1.17267233066216 157.983851411786
"Akodon_serrensis" 50819 28.3 2.11439860549335 95.97 35.4874644611954 1.82365729173057 1 66.8351456676579 270.825101568506 1.12431915660646 43.7139477780096 115.044681421625 0.718992527125416 157.130740765449
"Akodon_siberiae" 54971 34.6 3.20998423779437 112.065916268266 32.8454426142943 1.01474013392362 1.01395947979003 74.1936887251664 379.920325938165 0.685167394130671 43.1252776875072 149.744666175673 0.820760165801602 358.667828414025
"Akodon_simulator" 230464 42.5 3.20427670135808 117.429400085678 30.4300078392646 1.00731951995602 1.02932548375428 56.6162271595187 363.529176644371 1.57236297107036 38.2628653852986 238.343772253037 0.996904992171477 356.098779385151
"Akodon_spegazzinii" 83121 28.6 4.20993028963519 98.99 25.3439718248772 2.35582617511669 1.26317598527827 25.5861829963584 85.2201068410386 2.162751350064 42.2695101497508 968.73574578463 0.740174669395804 39.9783138392873
"Akodon_subfuscus" 414042 30.39 4.51811124395131 101.926565947707 22.0653375249289 2.75166940292324 1.13157240502601 22.4994386162195 43.8728334676735 2.30690763956258 30.8479086256287 850.311421026775 0.687084880204924 28.951265776787
"Akodon_surdus" 24539 38.99 3.2695985741442 115.47827126348 32.8683655826313 1.01104669193785 1.00695555005672 67.8975194752799 369.64722746501 1.27639673206135 40.7722642573554 140.104237529729 0.926228867815676 359.655868942328
"Akodon_sylvanus" 48162 38.99 3.32292908231647 114.365855527919 32.4618762000541 1.00695555005672 1 67.8162256756613 353.492710922939 0.97593527886731 45.636627414511 155.119064423324 0.869835322839169 359.655868942328
"Akodon_toba" 517070 51.2 4.12094209806816 126.967612815236 30.5255134981196 1.00406288229992 1 64.2017248644011 344.195697914194 2.2212267352433 61.5784860131348 97.8554456180626 1.37918397613254 354.080426694138
"Akodon_torques" 17496 38.99 3.27711321114826 119.148962448329 32.737491399659 1.01886290365276 1.02101212570719 64.6812664334244 356.885332243058 1.66853725438042 37.4206164758358 156.447450180221 0.928429596187391 359.655868942328
"Akodon_varius" 225395 40 3 118.622252926688 32.6647185306823 1.01141214060402 1.03648500868119 57.138042214385 366.008724087425 1.95433929339196 42.0538572234618 208.371819420307 0.971011997292457 356.221705311566
"Alcelaphus_buselaphus" 5307038 160937.86 1 1974.99 242.66 1 8 188.73 827.69 12500 240 3.65 284.95 345.5
"Alces_alces" 24213850 461900.76 1.25 2930.47 235 1.7 1 98.85 668.2 12999.99 324 0.4 440 365
"Alces_americanus" 24213850 541460.44 1 2097.16 245 1.02681295654833 5.52343484070648 182.5 631.37 13499.99 300 1.69097715735376 407 377.128728783799
"Alionycteris_paucidentata" 97530 16.24 2.78152890313756 63.8 35.3666515211605 1.53617876305414 1.2297090650731 35.3005636594061 203.765766780091 1.10901519796452 36.6633561060623 1117.32815376786 0.360041877930764 163.532993824778
"Allactaga_balikunica" 33299 72.5 3.60557971429283 140.408088218627 32.4281125701444 1.00920501526615 1 71.6579205147525 361.427227586943 1.40764697607543 61.8175284845863 78.2362386044799 1.54051767551348 352.066257711534
"Allactaga_bullata" 343698 72.5 2.52 143.528036761849 34.356291508669 1.02035339217193 1.06381561979744 66.8457427089749 339.202050896481 4.38461023521331 69.945529255489 129.033149377834 1.72279448442095 333.263350994713
"Allactaga_elater" 3419846 59 4.47 123.122249547347 27.8217309647082 2 1 32.31 105.22 3.26616402692941 62.4 500 1.12028094938775 183
"Allactaga_euphratica" 1127741 232 4.99 211.049360880804 32.5460446899413 2.5 1 44.9192406411908 218.244748055045 7.39181734001593 50.4 100 3.36016677289132 146
"Allactaga_firouzi" 8805.00000000001 64.0522786201353 2.30141009941678 123.818089693308 32.0463781539719 2.39159771661986 1.01515445564692 26.3393580555655 137.654943075732 4.9170391687791 36.9991606476418 1308.20563460855 1.15851486535911 79.4667517166243
"Allactaga_hotsoni" 4913 76.5 3.61767578776268 154.005469813136 32.1161109601973 1.00048802068506 1.04002469207814 73.0280028298391 355.15933445359 1.89089475225284 58.7958840481122 76.4873158292747 1.62048028510996 343.248134191191
"Allactaga_major" 3341989 350 3.49 220.453810361979 37.3010978686993 1.00223392701823 1.75866459207222 45.36 377.57 11.131412834268 84 306.332852421308 3.90553589889156 303.47419489774
"Allactaga_severtzovi" 1748037 159 3.93 176.621815930951 30.0707038454034 1.01807907781331 1 76.4848433307412 350.768462076923 2.77271273207178 56.6365709777605 59.9871834844396 2.31474863381577 356.943479198506
"Allactaga_sibirica" 7206683 97.5 3.44 165.344201390794 31.3703070044233 1 1.01622459126733 67.8755830854022 330.124697147652 2.9931037539793 54 73.8122501183973 2.03644710742461 365
"Allactaga_tetradactyla" 295569 52 2.88825764391969 124.724074964341 32.0617526358444 1.81320520424078 1.03388344273197 56.5371872840998 310.5428245332 3.41151248567781 53.8190148759188 132.252767370581 1.18280697208143 179.03852303281
"Allactaga_vinogradovi" 13233 84.3388151434557 2.07219975870767 145.336234821198 46.608472486255 1.01363537400766 2.98155805181826 36.4858940255332 223.081988564842 5.87510760618323 78.4254316435023 1322.20947940183 1.21429762890588 264.572791066521
"Allactaga_williamsi" 13233 84.3388151434557 2.07219975870767 145.336234821198 46.608472486255 1.01363537400766 2.98155805181826 36.4858940255332 223.081988564842 5.87510760618323 78.4254316435023 1322.20947940183 1.21429762890588 264.572791066521
"Allactodipus_bobrinskii" 228837 65 5.15 121.988405112825 25.7674488474685 2.41652143898908 1.01622459126733 23.3120065667884 98.2452552057103 3.62645324919489 31.5160374299402 930.235624747453 1.03683207717176 44.6258220677781
"Allenopithecus_nigroviridis" 579387 4749.96 1.01 459.99 146.06527558797 0.89331294053822 40 106.15 1095.13433190385 240.71 276 24.5820063250322 59.09826 408.441528677247
"Allocebus_trichotis" 54803 78.09 1 133.99 63.2173302879715 1 1 58.3915844635183 330.41523408424 6.74329098695634 79.0476424850071 300.178787208675 1.21608757840834 317.868732185466
"Allocricetulus_curtatus" 1088875 47.83 5.19 109.515431017109 23.9781103084734 3.10731362138696 1.12820360832626 24.8342722153231 75.3527866945821 2.75541246485695 39.5965558815919 311.239153286547 0.830119599004512 34.1630972713611
